AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
12692,8593,Wilson Banakar,,1.0,A1
12693,8594,Anil Angadi,20.0,1.0,A1
12694,8596,Praveen Kulkarni,28.0,1.0,A1
12695,8597,Manjunath Poojari,23.0,1.0,A1
12696,8598,Savitha Desai,,2.0,A1
12697,8599,Suresh Swamy,17.0,1.0,A1
12698,8601,Naveen D'Souza,25.0,1.0,A1
12699,8601,Pallavi Poojari,24.0,2.0,A2
12700,8603,Srinivas Poojari,18.0,1.0,A1
12701,8603,Mahesh Gowda,,1.0,A2
12702,8603,Mohammed D'Souza,30.0,1.0,A3
12703,8604,Divya Gowda,17.0,2.0,A1
12704,8606,Manjunath Khan,27.0,1.0,A1
12705,8606,Geetha Bhat,28.0,2.0,A2
12706,8606,Vijay Biradar,38.0,1.0,A3
12707,8608,Bhagya Nayaka,33.0,,A1
12708,8610,Hanumantha Rao,26.0,1.0,A1
12709,8611,Venkatesh Fernandes,28.0,1.0,A1
12710,8611,Dinesh Pai,28.0,1.0,A2
12711,8611,Imran Patil,37.0,1.0,A3
12712,8613,Praveen Kulkarni,70.0,1.0,A1
12713,8613,Syed Rao,24.0,1.0,A2
12714,8616,Mohammed Hegde,,1.0,A1
12715,8616,Anil D'Souza,30.0,1.0,A2
12716,8617,Umesh Kumar,,1.0,A1
12717,8617,Anthony Biradar,18.0,1.0,A2
12718,8618,Lokesh Pai,39.0,1.0,A1
12719,8618,Dinesh Rao,,1.0,A2
12720,8619,Irfan Angadi,21.0,1.0,A1
12721,8620,Syed Achari,33.0,1.0,A1
12722,8620,Venkatesh Khan,,1.0,A2
12723,8620,Syed Pai,,3.0,A3
12724,8620,Mohammed Khan,,1.0,A4
12725,8621,Shivakumar Pai,33.0,1.0,A1
12726,8621,Joseph Patil,28.0,1.0,A2
12727,8623,Vijay Poojari,,1.0,A1
12728,8624,Naveen Poojari,34.0,,A1
12729,8624,Umesh Bhat,20.0,1.0,A2
12730,8624,Irfan Reddy,29.0,1.0,A3
12731,8625,Savitha Naik,,2.0,A1
12732,8626,Srinivas Angadi,,1.0,A1
12733,8627,Abdul Angadi,25.0,1.0,A1
12734,8628,Dinesh Kumar,38.0,1.0,A1
12735,8628,Imran Banakar,31.0,1.0,A2
12736,8629,Lokesh Swamy,21.0,1.0,A1
12737,8630,Pushpa Reddy,25.0,2.0,A1
12738,8630,Pallavi Kumar,21.0,2.0,A2
12739,8631,Harish Angadi,25.0,1.0,A1
12740,8631,Praveen Kumar,35.0,1.0,A2
12741,8632,Kiran D'Souza,,1.0,A1
12742,8632,Suresh Desai,21.0,1.0,A2
12743,8633,Hanumantha Banakar,33.0,1.0,A1
12744,8633,Naveen Naik,49.0,1.0,A2
12745,8634,Hanumantha D'Souza,17.0,,A1
12746,8635,Umesh Banakar,19.0,1.0,A1
12747,8635,Umesh Desai,,,A2
12748,8637,Girish Naik,27.0,1.0,A1
12749,8638,Mohammed Fernandes,30.0,1.0,A1
12750,8640,Suresh Banakar,23.0,1.0,A1
12751,8643,Hanumantha Gowda,,1.0,A1
12752,8643,Mohammed Pai,18.0,1.0,A2
12753,8643,Harish Patil,26.0,1.0,A3
12754,8643,Vijay Nayaka,19.0,1.0,A4
12755,8643,Venkatesh Patil,26.0,1.0,A5
12756,8643,Wilson Reddy,,1.0,A6
12757,8643,Divya Swamy,,2.0,A7
12758,8643,Umesh Rao,19.0,1.0,A8
12759,8643,Praveen D'Souza,,1.0,A9
12760,8644,Irfan Hegde,26.0,1.0,A1
12761,8645,Shivakumar Fernandes,26.0,1.0,A1
12762,8647,Dinesh Rao,28.0,1.0,A1
12763,8648,Radha Bhat,20.0,2.0,A1
12764,8649,Syed Pai,22.0,1.0,A1
12765,8652,Mary Desai,35.0,,A1
12766,8654,Naveen Sheikh,21.0,1.0,A1
12767,8655,Anil Gowda,,1.0,A1
12768,8655,Irfan Khan,36.0,1.0,A2
12769,8655,Prakash Hegde,23.0,1.0,A3
12770,8656,Anil Poojari,,1.0,A1
12771,8657,Mohammed Shetty,21.0,1.0,A1
12772,8657,Umesh Biradar,,1.0,A2
12773,8658,Vijay Patil,20.0,1.0,A1
12774,8659,Abdul Nayaka,27.0,1.0,A1
12775,8660,Pallavi Nayaka,23.0,2.0,A1
12776,8661,Girish Kumar,18.0,1.0,A1
12777,8665,Chetan Fernandes,,1.0,A1
12778,8666,Lokesh Nayaka,34.0,,A1
12779,8667,Praveen Kulkarni,34.0,1.0,A1
12780,8669,Vijay Angadi,44.0,1.0,A1
12781,8673,Hanumantha Patil,21.0,1.0,A1
12782,8673,Santosh D'Souza,23.0,1.0,A2
12783,8675,Anthony Naik,,1.0,A1
12784,8675,Pallavi Banakar,17.0,2.0,A2
12785,8675,Lokesh Nayaka,,1.0,A3
12786,8675,Fathima Khan,25.0,2.0,A4
12787,8676,Nagaraj Nayaka,21.0,1.0,A1
12788,8676,Shivakumar Nayaka,21.0,1.0,A2
12789,8677,Anthony Reddy,,1.0,A1
12790,8678,Ramesh Kulkarni,18.0,1.0,A1
12791,8679,Naveen Sheikh,27.0,1.0,A1
12792,8679,Naveen Rao,,1.0,A2
12793,8679,Chetan Poojari,36.0,1.0,A3
12794,8679,Chetan Poojari,36.0,1.0,A4
12795,8682,Santosh Poojari,27.0,1.0,A1
12796,8685,Raghavendra Pai,33.0,1.0,A1
12797,8686,Basavaraj Rao,28.0,1.0,A1
12798,8686,Umesh D'Souza,30.0,1.0,A2
12799,8687,Nagaraj D'Souza,29.0,1.0,A1
12800,8687,Raghavendra Bhat,30.0,1.0,A2
12801,8687,Lokesh Banakar,25.0,,A3
12802,8687,Anil Fernandes,,1.0,A4
12803,8687,Mohammed Banakar,21.0,1.0,A5
12804,8689,Joseph Naik,31.0,1.0,A1
12805,8690,Hanumantha Fernandes,23.0,1.0,A1
12806,8691,Santosh Khan,28.0,,A1
12807,8691,Abdul Hegde,25.0,1.0,A2
12808,8693,Imran Kulkarni,50.0,1.0,A1
12809,8693,Lokesh Murthy,29.0,1.0,A2
12810,8693,Hanumantha Bhat,,,A3
12811,8693,Manjunath Kumar,26.0,1.0,A4
12812,8694,Basavaraj Hegde,24.0,,A1
12813,8697,Irfan Reddy,22.0,1.0,A1
12814,8700,Abdul Poojari,28.0,1.0,A1
12815,8700,Imran Poojari,21.0,,A2
12816,8701,Santosh Poojari,26.0,1.0,A1
12817,8701,Shivakumar Kulkarni,,1.0,A2
12818,8702,Basavaraj Fernandes,23.0,1.0,A1
12819,8702,Chetan Biradar,48.0,1.0,A2
12820,8702,Bhagya Gowda,,2.0,A3
12821,8702,Irfan Shetty,,1.0,A4
12822,8703,Nagaraj Sheikh,,1.0,A1
12823,8705,Raghavendra Angadi,32.0,1.0,A1
12824,8705,Mohammed Biradar,40.0,1.0,A2
12825,8705,Praveen Kulkarni,27.0,1.0,A3
12826,8706,Santosh Gowda,22.0,,A1
12827,8707,Prakash Naik,22.0,1.0,A1
12828,8708,Umesh Angadi,,1.0,A1
12829,8709,Suresh Rao,,1.0,A1
12830,8712,Wilson Angadi,19.0,1.0,A1
12831,8713,Mahesh Angadi,22.0,,A1
12832,8713,Suresh Desai,34.0,1.0,A2
12833,8715,Chetan Gowda,26.0,1.0,A1
12834,8715,Manjunath Fernandes,42.0,1.0,A2
12835,8715,Suresh Kulkarni,29.0,1.0,A3
12836,8715,Imran Rao,17.0,1.0,A4
12837,8718,Girish D'Souza,29.0,,A1
12838,8718,Hanumantha Shetty,26.0,1.0,A2
12839,8718,Venkatesh Reddy,24.0,1.0,A3
12840,8718,Hanumantha Reddy,,1.0,A4
12841,8720,Mohammed Swamy,23.0,,A1
12842,8721,Srinivas Murthy,35.0,1.0,A1
12843,8722,Naveen Swamy,,1.0,A1
12844,8723,Chetan Pai,30.0,1.0,A1
12845,8723,Anthony Hegde,28.0,1.0,A2
12846,8723,Wilson Fernandes,20.0,1.0,A3
12847,8724,Anil Banakar,23.0,1.0,A1
12848,8725,Nagamma Khan,,2.0,A1
12849,8725,Anitha Kumar,,2.0,A2
12850,8726,Lakshmi Gowda,33.0,2.0,A1
12851,8727,Syed Pai,,1.0,A1
12852,8727,Basavaraj Nayaka,25.0,1.0,A2
12853,8731,Raghavendra Angadi,33.0,1.0,A1
12854,8732,Mahesh Naik,25.0,1.0,A1
12855,8734,Naveen Gowda,,1.0,A1
12856,8740,Mahesh Murthy,18.0,1.0,A1
12857,8740,Hanumantha Murthy,31.0,1.0,A2
12858,8740,Naveen Banakar,42.0,1.0,A3
12859,8740,Mahesh Murthy,18.0,1.0,A4
12860,8741,Bhagya Kulkarni,15.0,2.0,A1
12861,8743,Deepa Biradar,37.0,2.0,A1
12862,8745,Vijay Nayaka,25.0,1.0,A1
12863,8745,Vijay Nayaka,25.0,1.0,A2
12864,8745,Radha Reddy,26.0,2.0,A3
12865,8746,Fathima Nayaka,24.0,2.0,A1
12866,8746,Fathima Nayaka,24.0,2.0,A2
12867,8747,Hanumantha Murthy,,1.0,A1
12868,8747,Dinesh Naik,23.0,1.0,A2
12869,8747,Harish Pai,34.0,1.0,A3
12870,8748,Joseph Sheikh,24.0,,A1
12871,8748,Mahesh Bhat,38.0,1.0,A2
12872,8750,Lokesh Swamy,,1.0,A1
12873,8750,Manjunath Biradar,20.0,1.0,A2
12874,8751,Harish Khan,,1.0,A1
12875,8752,Imran Achari,32.0,1.0,A1
12876,8753,Sunitha Shetty,22.0,2.0,A1
12877,8753,Irfan Hegde,21.0,1.0,A2
12878,8753,Praveen D'Souza,30.0,1.0,A3
12879,8753,Imran Hegde,,,A4
12880,8754,Nagaraj Hegde,,1.0,A1
12881,8756,Girish Achari,,1.0,A1
12882,8757,Pushpa Fernandes,16.0,2.0,A1
12883,8757,Mahesh Murthy,18.0,1.0,A2
12884,8757,Irfan Bhat,,1.0,A3
12885,8758,Wilson Gowda,,1.0,A1
12886,8758,Raghavendra Nayaka,23.0,1.0,A2
12887,8758,Anthony Achari,22.0,1.0,A3
12888,8758,Raghavendra Gowda,21.0,1.0,A4
12889,8759,Asha Naik,26.0,2.0,A1
12890,8760,Anthony Murthy,22.0,1.0,A1
12891,8761,Irfan Angadi,23.0,1.0,A1
12892,8761,Syed Murthy,32.0,1.0,A2
12893,8762,Praveen Gowda,,,A1
12894,8764,Vijay Patil,,,A1
12895,8764,Wilson Fernandes,32.0,1.0,A2
12896,8766,Venkatesh Pai,30.0,1.0,A1
12897,8766,Syed Gowda,31.0,,A2
12898,8767,Irfan Patil,31.0,1.0,A1
12899,8767,Vijay Banakar,19.0,1.0,A2
12900,8769,Venkatesh Sheikh,,1.0,A1
12901,8769,Vijay Pai,36.0,1.0,A2
12902,8769,Vijay Pai,36.0,1.0,A3
12903,8773,Manjunath Kulkarni,,1.0,A1
12904,8774,Irfan Desai,15.0,,A1
12905,8774,Kiran Kulkarni,37.0,1.0,A2
12906,8774,Chetan Shetty,30.0,1.0,A3
12907,8775,Umesh Nayaka,24.0,1.0,A1
12908,8775,Lokesh Sheikh,33.0,1.0,A2
12909,8779,Srinivas Angadi,24.0,1.0,A1
12910,8780,Chetan Shetty,,1.0,A1
12911,8781,Joseph Gowda,15.0,1.0,A1
12912,8784,Raghavendra Kumar,25.0,1.0,A1
12913,8784,Mohammed Khan,34.0,1.0,A2
12914,8784,Suresh Hegde,22.0,,A3
12915,8785,Syed Patil,25.0,1.0,A1
12916,8786,Vijay Bhat,24.0,1.0,A1
12917,8787,Abdul Kumar,,1.0,A1
12918,8788,Anthony Khan,16.0,1.0,A1
12919,8789,Mary Swamy,32.0,2.0,A1
12920,8789,Hanumantha D'Souza,,1.0,A2
12921,8790,Chetan Biradar,21.0,1.0,A1
12922,8790,Basavaraj Angadi,28.0,1.0,A2
12923,8790,Naveen Murthy,28.0,1.0,A3
12924,8791,Harish Patil,16.0,1.0,A1
12925,8792,Nagaraj Kulkarni,,1.0,A1
12926,8793,Nagaraj Khan,25.0,1.0,A1
12927,8793,Anil Murthy,40.0,1.0,A2
12928,8795,Irfan Rao,41.0,1.0,A1
12929,8796,Prakash Kumar,34.0,1.0,A1
12930,8797,Abdul Bhat,20.0,1.0,A1
12931,8797,Basavaraj D'Souza,18.0,1.0,A2
12932,8799,Raghavendra Nayaka,,1.0,A1
12933,8800,Prakash Biradar,19.0,,A1
12934,8801,Umesh Swamy,27.0,1.0,A1
12935,8803,Imran Nayaka,24.0,1.0,A1
12936,8803,Prakash Fernandes,29.0,1.0,A2
12937,8803,Imran Nayaka,24.0,1.0,A3
12938,8803,Suresh Shetty,19.0,1.0,A4
12939,8804,Naveen Naik,19.0,1.0,A1
12940,8806,Wilson D'Souza,29.0,1.0,A1
12941,8806,Anthony Khan,19.0,1.0,A2
12942,8807,Mohammed Shetty,27.0,1.0,A1
12943,8808,Anthony Sheikh,,,A1
12944,8808,Ramesh Bhat,19.0,1.0,A2
12945,8809,Shivakumar Kumar,24.0,1.0,A1
12946,8810,Abdul Achari,36.0,1.0,A1
12947,8812,Dinesh Naik,,1.0,A1
12948,8813,Hanumantha Biradar,25.0,1.0,A1
12949,8813,Imran Kumar,32.0,1.0,A2
12950,8814,Manjunath Achari,,1.0,A1
12951,8815,Basavaraj Pai,28.0,1.0,A1
12952,8817,Chetan Reddy,15.0,1.0,A1
12953,8818,Mahesh Nayaka,,1.0,A1
12954,8818,Girish Kulkarni,35.0,1.0,A2
12955,8818,Srinivas Nayaka,17.0,1.0,A3
12956,8818,Ramesh Sheikh,30.0,,A4
12957,8819,Ramesh Poojari,,3.0,A1
12958,8819,Lokesh Shetty,28.0,1.0,A2
12959,8819,Raghavendra Desai,40.0,1.0,A3
12960,8820,Naveen Kulkarni,28.0,1.0,A1
12961,8821,Geetha Pai,,2.0,A1
12962,8822,Vijay Reddy,23.0,1.0,A1
12963,8822,Mahesh Murthy,19.0,1.0,A2
12964,8822,Hanumantha Bhat,35.0,,A3
12965,8823,Savitha Desai,24.0,,A1
12966,8824,Lokesh Poojari,24.0,1.0,A1
12967,8824,Harish Rao,26.0,1.0,A2
12968,8824,Anil Kumar,37.0,1.0,A3
12969,8826,Syed Sheikh,,1.0,A1
12970,8827,Syed Shetty,,1.0,A1
12971,8828,Anil Bhat,24.0,1.0,A1
12972,8829,Wilson Fernandes,33.0,1.0,A1
12973,8830,Nagaraj Achari,29.0,1.0,A1
12974,8830,Wilson Bhat,,1.0,A2
12975,8831,Dinesh Shetty,19.0,1.0,A1
12976,8831,Nagaraj Patil,36.0,,A2
12977,8832,Irfan Biradar,,1.0,A1
12978,8832,Naveen Naik,,1.0,A2
12979,8833,Shivakumar Angadi,40.0,1.0,A1
12980,8833,Anil Kumar,47.0,1.0,A2
12981,8833,Suresh Murthy,,1.0,A3
12982,8833,Girish Patil,19.0,1.0,A4
12983,8834,Vijay Sheikh,,1.0,A1
12984,8834,Mohammed Murthy,,1.0,A2
12985,8835,Venkatesh Poojari,16.0,1.0,A1
12986,8839,Joseph Gowda,29.0,1.0,A1
12987,8839,Lokesh Nayaka,16.0,1.0,A2
12988,8839,Vijay Banakar,20.0,1.0,A3
12989,8839,Chetan Gowda,,1.0,A4
12990,8840,Mahesh Fernandes,,1.0,A1
12991,8842,Manjula Angadi,25.0,2.0,A1
12992,8843,Syed Hegde,17.0,1.0,A1
12993,8844,Imran Murthy,,1.0,A1
12994,8844,Venkatesh D'Souza,31.0,1.0,A2
12995,8845,Srinivas Sheikh,26.0,1.0,A1
12996,8845,Naveen Pai,,1.0,A2
12997,8845,Harish Swamy,,1.0,A3
12998,8845,Syed Gowda,,1.0,A4
12999,8846,Venkatesh Banakar,41.0,1.0,A1
13000,8846,Mohammed Murthy,30.0,1.0,A2
13001,8847,Umesh Swamy,21.0,1.0,A1
13002,8847,Syed Reddy,23.0,1.0,A2
13003,8847,Mohammed Nayaka,23.0,,A3
13004,8847,Naveen Poojari,22.0,1.0,A4
13005,8847,Abdul Reddy,15.0,,A5
13006,8847,Ramesh Achari,,1.0,A6
13007,8847,Praveen Achari,,1.0,A7
13008,8847,Basavaraj Angadi,,1.0,A8
13009,8847,Santosh Bhat,24.0,1.0,A9
13010,8848,Anthony Fernandes,,1.0,A1
13011,8849,Santosh Patil,20.0,1.0,A1
13012,8850,Manjunath Nayaka,,1.0,A1
13013,8851,Mahesh Patil,34.0,1.0,A1
13014,8852,Mahesh Swamy,48.0,1.0,A1
13015,8853,Ramesh Achari,17.0,1.0,A1
13016,8853,Lokesh Murthy,,1.0,A2
13017,8854,Irfan Swamy,20.0,1.0,A1
13018,8855,Basavaraj Achari,33.0,1.0,A1
13019,8855,Wilson Kumar,,1.0,A2
13020,8856,Vijay Nayaka,26.0,1.0,A1
13021,8856,Manjunath D'Souza,31.0,1.0,A2
13022,8856,Irfan Pai,,1.0,A3
13023,8857,Harish Bhat,26.0,1.0,A1
13024,8857,Pallavi Hegde,30.0,2.0,A2
13025,8859,Manjunath D'Souza,28.0,,A1
13026,8860,Srinivas Banakar,26.0,,A1
13027,8860,Wilson Rao,28.0,1.0,A2
13028,8860,Selvi Kulkarni,27.0,2.0,A3
13029,8861,Kavitha Pai,20.0,2.0,A1
13030,8862,Sunitha Biradar,,2.0,A1
13031,8863,Irfan Reddy,,1.0,A1
13032,8865,Shivakumar Gowda,28.0,1.0,A1
13033,8865,Dinesh Reddy,24.0,1.0,A2
13034,8866,Naveen Nayaka,42.0,1.0,A1
13035,8867,Prakash Rao,,1.0,A1
13036,8869,Kiran Nayaka,32.0,1.0,A1
13037,8869,Suma Gowda,,2.0,A2
13038,8870,Vijay Angadi,,,A1
13039,8871,Kiran Poojari,33.0,1.0,A1
13040,8872,Girish Kulkarni,29.0,1.0,A1
13041,8873,Nagaraj Hegde,,1.0,A1
13042,8873,Vijay Kumar,23.0,1.0,A2
13043,8873,Lokesh Kulkarni,20.0,1.0,A3
13044,8873,Lokesh Angadi,,1.0,A4
13045,8874,Ramesh D'Souza,23.0,1.0,A1
13046,8875,Selvi Patil,30.0,2.0,A1
13047,8877,Bhagya Khan,22.0,2.0,A1
13048,8877,Umesh Fernandes,26.0,1.0,A2
13049,8877,Hanumantha Fernandes,,,A3
13050,8878,Girish D'Souza,22.0,1.0,A1
13051,8880,Irfan Murthy,27.0,1.0,A1
13052,8882,Fathima Reddy,21.0,2.0,A1
13053,8883,Joseph D'Souza,36.0,,A1
13054,8884,Abdul Kumar,,1.0,A1
13055,8884,Chetan Pai,17.0,1.0,A2
13056,8884,Raghavendra Bhat,22.0,1.0,A3
13057,8884,Santosh Angadi,,1.0,A4
13058,8885,Pallavi Shetty,21.0,2.0,A1
13059,8885,Santosh Bhat,32.0,1.0,A2
13060,8886,Dinesh D'Souza,32.0,1.0,A1
13061,8886,Irfan Kulkarni,,1.0,A2
13062,8887,Suresh Biradar,24.0,1.0,A1
13063,8889,Deepa Achari,35.0,2.0,A1
13064,8890,Wilson Achari,34.0,1.0,A1
13065,8891,Prakash Sheikh,33.0,1.0,A1
13066,8891,Joseph Kulkarni,17.0,1.0,A2
13067,8891,Anil Murthy,,1.0,A3
13068,8891,Prakash Sheikh,33.0,1.0,A4
13069,8892,Harish D'Souza,21.0,,A1
13070,8892,Syed Pai,29.0,1.0,A2
13071,8892,Praveen Swamy,41.0,,A3
13072,8892,Dinesh Naik,26.0,,A4
13073,8892,Syed Pai,,1.0,A5
13074,8892,Pallavi D'Souza,,2.0,A6
13075,8892,Raghavendra Shetty,31.0,1.0,A7
13076,8892,Imran Poojari,25.0,1.0,A8
13077,8892,Harish Khan,23.0,1.0,A9
13078,8892,Nagaraj Sheikh,25.0,1.0,A10
13079,8893,Naveen Kumar,,1.0,A1
13080,8893,Praveen Khan,25.0,1.0,A2
13081,8893,Naveen Kumar,15.0,1.0,A3
13082,8894,Girish Biradar,20.0,1.0,A1
13083,8896,Mohammed D'Souza,,1.0,A1
13084,8896,Lokesh Pai,23.0,1.0,A2
13085,8896,Hanumantha Banakar,21.0,1.0,A3
13086,8897,Ramesh Naik,,1.0,A1
13087,8899,Anthony Angadi,26.0,,A1
13088,8903,Prakash Kulkarni,24.0,,A1
13089,8904,Anthony Fernandes,24.0,1.0,A1
13090,8905,Asha Gowda,28.0,2.0,A1
13091,8905,Naveen Kumar,31.0,1.0,A2
13092,8905,Asha Gowda,28.0,2.0,A3
13093,8905,Girish Patil,,1.0,A4
13094,8907,Suresh Kumar,,1.0,A1
13095,8908,Srinivas Nayaka,16.0,1.0,A1
13096,8908,Anil Biradar,,1.0,A2
13097,8908,Srinivas Murthy,27.0,1.0,A3
13098,8908,Irfan Biradar,,1.0,A4
13099,8908,Praveen D'Souza,41.0,1.0,A5
13100,8909,Basavaraj Bhat,,1.0,A1
13101,8909,Irfan Achari,27.0,1.0,A2
13102,8911,Naveen Fernandes,18.0,1.0,A1
13103,8911,Anil Gowda,18.0,,A2
13104,8911,Dinesh Nayaka,24.0,1.0,A3
13105,8912,Suresh Poojari,16.0,1.0,A1
13106,8912,Irfan Kulkarni,24.0,1.0,A2
13107,8912,Imran Pai,35.0,1.0,A3
13108,8913,Prakash Gowda,28.0,1.0,A1
13109,8913,Basavaraj Achari,21.0,1.0,A2
13110,8913,Manjula Achari,20.0,2.0,A3
13111,8914,Nagamma Desai,,2.0,A1
13112,8918,Raghavendra Angadi,34.0,1.0,A1
13113,8918,Harish Biradar,23.0,,A2
13114,8918,Suresh Gowda,22.0,1.0,A3
13115,8918,Praveen Murthy,19.0,1.0,A4
13116,8918,Joseph Murthy,33.0,,A5
13117,8918,Shivakumar Patil,37.0,1.0,A6
13118,8920,Praveen Nayaka,19.0,1.0,A1
13119,8920,Joseph Nayaka,25.0,1.0,A2
13120,8922,Raghavendra Fernandes,,1.0,A1
13121,8922,Kiran Patil,33.0,1.0,A2
13122,8922,Girish Kumar,23.0,1.0,A3
13123,8923,Umesh Kumar,40.0,1.0,A1
13124,8923,Umesh D'Souza,23.0,1.0,A2
13125,8923,Pallavi Angadi,23.0,2.0,A3
13126,8923,Basavaraj Nayaka,30.0,1.0,A4
13127,8923,Irfan Fernandes,26.0,1.0,A5
13128,8923,Abdul Naik,23.0,1.0,A6
13129,8923,Ramesh Kulkarni,,1.0,A7
13130,8923,Shivakumar D'Souza,,1.0,A8
13131,8923,Joseph Kumar,25.0,1.0,A9
13132,8923,Anil Banakar,26.0,1.0,A10
13133,8924,Anthony Biradar,,1.0,A1
13134,8925,Santosh Achari,,1.0,A1
13135,8925,Santosh Shetty,,1.0,A2
13136,8925,Chetan Desai,15.0,,A3
13137,8926,Hanumantha Bhat,,1.0,A1
13138,8927,Dinesh Khan,18.0,1.0,A1
13139,8928,Mohammed Banakar,31.0,1.0,A1
13140,8928,Hanumantha Swamy,15.0,,A2
13141,8929,Shobha Murthy,,,A1
13142,8929,Venkatesh Pai,67.0,1.0,A2
13143,8930,Mary D'Souza,33.0,,A1
13144,8930,Wilson Patil,23.0,1.0,A2
13145,8931,Ramesh Bhat,18.0,1.0,A1
13146,8933,Nagaraj Swamy,22.0,1.0,A1
13147,8933,Joseph Biradar,34.0,1.0,A2
13148,8933,Umesh Swamy,23.0,1.0,A3
13149,8933,Suresh Banakar,39.0,1.0,A4
13150,8934,Chetan Shetty,24.0,1.0,A1
13151,8935,Venkatesh Desai,22.0,,A1
13152,8935,Suresh Murthy,25.0,1.0,A2
13153,8936,Nagaraj Poojari,30.0,1.0,A1
13154,8937,Harish Bhat,,1.0,A1
13155,8937,Anthony Hegde,40.0,1.0,A2
13156,8940,Irfan Nayaka,,1.0,A1
13157,8940,Harish Achari,,1.0,A2
13158,8942,Anthony Nayaka,19.0,1.0,A1
13159,8943,Naveen Pai,25.0,1.0,A1
13160,8943,Venkatesh Rao,30.0,1.0,A2
13161,8944,Kiran Pai,,1.0,A1
13162,8944,Chetan Biradar,42.0,1.0,A2
13163,8944,Ramesh Murthy,34.0,1.0,A3
13164,8945,Imran Shetty,29.0,1.0,A1
13165,8947,Anthony Achari,30.0,1.0,A1
13166,8947,Dinesh Poojari,,1.0,A2
13167,8949,Suresh Nayaka,22.0,1.0,A1
13168,8949,Suresh Desai,19.0,1.0,A2
13169,8950,Shobha Biradar,25.0,,A1
13170,8951,Ramesh Khan,,1.0,A1
13171,8952,Manjunath Murthy,,1.0,A1
13172,8954,Vijay Nayaka,26.0,1.0,A1
13173,8954,Raghavendra Kumar,26.0,1.0,A2
13174,8954,Manjunath Murthy,27.0,,A3
13175,8954,Venkatesh Kumar,22.0,1.0,A4
13176,8955,Ramesh Shetty,,1.0,A1
13177,8956,Praveen Kulkarni,39.0,1.0,A1
13178,8957,Imran Patil,19.0,1.0,A1
13179,8958,Chetan Achari,,1.0,A1
13180,8959,Irfan Desai,36.0,1.0,A1
13181,8962,Girish Murthy,15.0,1.0,A1
13182,8962,Raghavendra Murthy,43.0,1.0,A2
13183,8963,Abdul Rao,20.0,1.0,A1
13184,8964,Abdul Biradar,45.0,1.0,A1
13185,8966,Manjunath D'Souza,15.0,1.0,A1
13186,8966,Anil Desai,30.0,1.0,A2
13187,8967,Joseph Poojari,16.0,1.0,A1
13188,8968,Anil Shetty,21.0,1.0,A1
13189,8968,Santosh Banakar,,1.0,A2
13190,8968,Wilson Sheikh,19.0,1.0,A3
13191,8970,Venkatesh Biradar,34.0,1.0,A1
13192,8970,Abdul Desai,33.0,1.0,A2
13193,8970,Imran Murthy,24.0,1.0,A3
13194,8970,Syed Shetty,30.0,1.0,A4
13195,8970,Harish Kumar,,1.0,A5
13196,8970,Venkatesh Naik,31.0,1.0,A6
13197,8970,Girish Patil,,1.0,A7
13198,8970,Srinivas Sheikh,35.0,1.0,A8
13199,8973,Pushpa Hegde,18.0,2.0,A1
13200,8974,Joseph Patil,27.0,1.0,A1
13201,8974,Selvi Hegde,16.0,2.0,A2
13202,8975,Anil Fernandes,,1.0,A1
13203,8976,Mahesh Bhat,25.0,1.0,A1
13204,8977,Venkatesh Achari,30.0,1.0,A1
13205,8978,Shivakumar Fernandes,20.0,1.0,A1
13206,8978,Nagamma Gowda,17.0,2.0,A2
13207,8978,Rekha Achari,26.0,2.0,A3
13208,8979,Harish Shetty,,1.0,A1
13209,8980,Manjunath Achari,22.0,1.0,A1
13210,8981,Mahesh D'Souza,37.0,1.0,A1
13211,8982,Hanumantha Kumar,38.0,1.0,A1
13212,8982,Hanumantha Khan,20.0,1.0,A2
13213,8983,Lokesh Biradar,23.0,1.0,A1
13214,8984,Dinesh Poojari,,1.0,A1
13215,8984,Raghavendra Nayaka,19.0,1.0,A2
13216,8984,Naveen Swamy,29.0,1.0,A3
13217,8984,Lokesh Desai,31.0,1.0,A4
13218,8986,Praveen Patil,31.0,1.0,A1
13219,8987,Chetan Bhat,22.0,1.0,A1
13220,8989,Syed Achari,34.0,1.0,A1
13221,8991,Raghavendra Poojari,30.0,1.0,A1
13222,8991,Mohammed Swamy,19.0,1.0,A2
13223,8992,Anil Nayaka,,1.0,A1
13224,8993,Mohammed Biradar,15.0,1.0,A1
13225,8994,Lakshmi Naik,50.0,2.0,A1
13226,8994,Umesh Naik,,1.0,A2
13227,8994,Srinivas Nayaka,,1.0,A3
13228,8994,Ramesh Kulkarni,26.0,1.0,A4
13229,8995,Mohammed Pai,28.0,1.0,A1
13230,8995,Suresh Fernandes,36.0,1.0,A2
13231,8996,Nagaraj Nayaka,26.0,1.0,A1
13232,8996,Lokesh Nayaka,22.0,1.0,A2
13233,8997,Harish Hegde,24.0,1.0,A1
13234,8997,Abdul Angadi,15.0,1.0,A2
13235,8998,Umesh Hegde,47.0,1.0,A1
13236,8999,Imran Fernandes,24.0,1.0,A1
13237,9001,Praveen Rao,,1.0,A1
13238,9004,Dinesh Nayaka,20.0,1.0,A1
13239,9004,Vijay Murthy,,1.0,A2
13240,9006,Chetan Banakar,15.0,1.0,A1
