ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
17247,15800,Santosh Angadi,,8.0,1.0,,1
17248,15801,Syed Kumar,20.0,7.0,1.0,,1
17249,15802,Nagaraj Murthy,41.0,13.0,,24.0,1
17250,15803,Shivakumar Banakar,18.0,17.0,,,1
17251,15804,Divya Achari,41.0,1.0,1.0,11.0,2
17252,15805,Abdul Kulkarni,44.0,18.0,1.0,43.0,1
17253,15806,Nagamma Swamy,57.0,,1.0,22.0,2
17254,15807,Shobha Rao,27.0,6.0,1.0,33.0,2
17255,15808,Venkatesh Gowda,25.0,,1.0,,1
17256,15809,Girish Shetty,35.0,21.0,1.0,47.0,1
17257,15810,Bhagya D'Souza,28.0,22.0,1.0,1.0,2
17258,15811,Dinesh Biradar,25.0,9.0,1.0,31.0,1
17259,15811,Manjunath Patil,45.0,24.0,1.0,,1
17260,15812,Syed Sheikh,53.0,24.0,,50.0,1
17261,15813,Bhagya Poojari,34.0,13.0,1.0,13.0,2
17262,15814,Pallavi Reddy,36.0,7.0,2.0,54.0,2
17263,15815,Kiran Murthy,30.0,2.0,2.0,,1
17264,15816,Joseph Hegde,42.0,14.0,1.0,41.0,1
17265,15817,Suresh Biradar,43.0,15.0,1.0,57.0,1
17266,15817,Dinesh Swamy,21.0,11.0,,,1
17267,15818,Wilson Kulkarni,32.0,16.0,1.0,,1
17268,15819,Praveen Banakar,27.0,13.0,1.0,10.0,1
17269,15820,Prakash Angadi,41.0,24.0,1.0,27.0,1
17270,15821,Lokesh Achari,50.0,4.0,1.0,36.0,1
17271,15822,Manjula Reddy,,9.0,2.0,1.0,2
17272,15823,Raghavendra Achari,,,1.0,19.0,1
17273,15824,Vijay Rao,36.0,9.0,,12.0,1
17274,15825,Irfan Desai,39.0,13.0,1.0,,1
17275,15826,Raghavendra Kumar,29.0,11.0,,10.0,1
17276,15827,Manjula Patil,,10.0,1.0,51.0,2
17277,15828,Ayesha Patil,44.0,,,42.0,2
17278,15828,Imran Kulkarni,62.0,17.0,1.0,12.0,1
17279,15829,Santosh Fernandes,31.0,11.0,1.0,21.0,1
17280,15830,Lokesh Nayaka,32.0,3.0,5.0,12.0,1
17281,15831,Anitha Achari,54.0,4.0,1.0,,2
17282,15832,Vijay Shetty,23.0,19.0,1.0,7.0,1
17283,15833,Lakshmi Desai,40.0,16.0,1.0,57.0,2
17284,15834,Prakash Murthy,40.0,14.0,1.0,6.0,1
17285,15835,Joseph Kumar,32.0,13.0,1.0,23.0,1
17286,15836,Suma Bhat,40.0,1.0,,37.0,2
17287,15837,Manjula Pai,32.0,8.0,,7.0,2
17288,15838,Vijay Achari,43.0,21.0,2.0,51.0,1
17289,15839,Irfan Naik,31.0,2.0,1.0,29.0,1
17290,15840,Nagaraj D'Souza,24.0,20.0,,9.0,1
17291,15841,Selvi Patil,58.0,1.0,1.0,37.0,2
17292,15842,Girish Angadi,,16.0,1.0,47.0,1
17293,15842,Suresh Rao,32.0,13.0,2.0,14.0,1
17294,15843,Lokesh D'Souza,29.0,18.0,1.0,48.0,1
17295,15844,Sunitha Desai,33.0,25.0,1.0,24.0,2
17296,15845,Abdul Rao,24.0,21.0,1.0,25.0,1
17297,15846,Shobha Pai,41.0,14.0,1.0,47.0,2
17298,15847,Selvi Khan,29.0,14.0,1.0,60.0,2
17299,15848,Vijay Shetty,41.0,7.0,1.0,52.0,1
17300,15849,Mahesh Biradar,27.0,24.0,1.0,,1
17301,15850,Anthony Naik,20.0,20.0,1.0,50.0,1
17302,15851,Raghavendra Banakar,44.0,,1.0,38.0,1
17303,15851,Nagaraj Fernandes,28.0,14.0,2.0,19.0,1
17304,15852,Vijay Bhat,43.0,22.0,1.0,,1
17305,15852,Srinivas Swamy,25.0,8.0,2.0,56.0,1
17306,15853,Santosh Kumar,38.0,21.0,1.0,,1
17307,15854,Raghavendra Nayaka,35.0,1.0,2.0,33.0,1
17308,15854,Lokesh Angadi,42.0,,1.0,,1
17309,15854,Girish Poojari,42.0,,1.0,4.0,1
17310,15855,Anil Poojari,18.0,5.0,,4.0,1
17311,15856,Santosh Fernandes,31.0,,1.0,42.0,1
17312,15857,Hanumantha Sheikh,48.0,16.0,1.0,,1
17313,15858,Manjula Banakar,38.0,10.0,1.0,9.0,2
17314,15859,Ramesh Nayaka,34.0,24.0,1.0,34.0,1
17315,15859,Praveen Pai,62.0,23.0,1.0,47.0,1
17316,15860,Bhagya Poojari,21.0,4.0,1.0,18.0,2
17317,15861,Manjula Khan,33.0,22.0,1.0,8.0,2
17318,15862,Manjula Hegde,18.0,16.0,1.0,,2
17319,15863,Syed Desai,50.0,24.0,1.0,35.0,1
17320,15864,Prakash Angadi,58.0,,1.0,9.0,1
17321,15865,Anthony Desai,24.0,,1.0,60.0,1
17322,15866,Nagaraj D'Souza,40.0,12.0,1.0,10.0,1
17323,15867,Irfan Hegde,35.0,18.0,1.0,55.0,1
17324,15868,Sunitha Swamy,46.0,24.0,1.0,58.0,2
17325,15869,Radha Reddy,46.0,24.0,1.0,56.0,2
17326,15870,Geetha Gowda,50.0,,,12.0,2
17327,15871,Anitha Gowda,63.0,16.0,,,2
17328,15872,Kiran Swamy,60.0,,1.0,,1
17329,15873,Joseph Murthy,19.0,8.0,1.0,,1
17330,15874,Kiran Swamy,40.0,13.0,,7.0,1
17331,15875,Venkatesh Khan,36.0,18.0,2.0,4.0,1
17332,15876,Pallavi Pai,43.0,12.0,1.0,45.0,2
17333,15876,Suresh Murthy,48.0,,1.0,2.0,1
17334,15877,Abdul Khan,,19.0,,39.0,1
17335,15878,Santosh Kulkarni,32.0,18.0,,,1
17336,15879,Suresh Murthy,27.0,,1.0,,1
17337,15880,Rekha Sheikh,33.0,1.0,2.0,43.0,2
17338,15881,Chetan Reddy,42.0,21.0,2.0,,1
17339,15882,Geetha Bhat,,22.0,,,2
17340,15883,Girish Reddy,52.0,15.0,,,1
17341,15884,Irfan Khan,34.0,5.0,1.0,33.0,1
17342,15885,Venkatesh Patil,27.0,2.0,,14.0,1
17343,15886,Irfan Pai,46.0,7.0,1.0,,1
17344,15887,Joseph Hegde,41.0,22.0,1.0,,1
17345,15887,Anitha Rao,28.0,19.0,1.0,25.0,2
17346,15888,Irfan Swamy,50.0,17.0,1.0,28.0,1
17347,15889,Radha Bhat,35.0,9.0,7.0,30.0,2
17348,15890,Praveen Sheikh,50.0,20.0,2.0,,1
17349,15891,Lokesh Poojari,53.0,17.0,1.0,14.0,1
17350,15892,Kiran Swamy,55.0,2.0,1.0,5.0,1
17351,15893,Lokesh Fernandes,39.0,,,29.0,1
17352,15894,Nagamma Nayaka,23.0,5.0,1.0,10.0,2
17353,15895,Anil Hegde,41.0,10.0,1.0,48.0,1
17354,15896,Lakshmi Swamy,28.0,9.0,2.0,42.0,2
17355,15897,Divya Bhat,51.0,3.0,2.0,,2
17356,15898,Fathima Gowda,35.0,25.0,,59.0,2
17357,15899,Lakshmi Murthy,32.0,1.0,2.0,22.0,2
17358,15899,Prakash Angadi,23.0,1.0,1.0,42.0,1
17359,15900,Venkatesh Naik,27.0,1.0,,,1
17360,15901,Anthony Angadi,,,1.0,,1
17361,15902,Abdul Shetty,40.0,,1.0,,1
17362,15903,Mary Kumar,18.0,5.0,1.0,,2
17363,15904,Pallavi Murthy,29.0,8.0,1.0,31.0,2
17364,15905,Ramesh Banakar,28.0,24.0,1.0,10.0,1
17365,15905,Mahesh Kumar,18.0,,1.0,58.0,1
17366,15906,Shobha Shetty,30.0,23.0,1.0,29.0,2
17367,15906,Suma Hegde,21.0,13.0,2.0,21.0,2
17368,15907,Kiran Fernandes,48.0,24.0,1.0,48.0,1
17369,15908,Shivakumar Rao,43.0,12.0,2.0,12.0,1
17370,15909,Venkatesh Murthy,35.0,,1.0,,1
17371,15910,Rekha Biradar,37.0,3.0,1.0,,2
17372,15911,Srinivas Naik,55.0,20.0,1.0,12.0,1
17373,15912,Joseph Shetty,33.0,8.0,1.0,50.0,1
17374,15913,Joseph Poojari,36.0,13.0,1.0,55.0,1
17375,15914,Shobha Kumar,37.0,20.0,,14.0,2
17376,15915,Geetha Kulkarni,61.0,,,44.0,2
17377,15916,Divya Poojari,38.0,23.0,2.0,45.0,2
17378,15917,Savitha Nayaka,43.0,,1.0,36.0,2
17379,15918,Prakash Reddy,31.0,6.0,,,1
17380,15919,Venkatesh Patil,39.0,3.0,1.0,,1
17381,15920,Venkatesh Pai,44.0,25.0,1.0,16.0,1
17382,15921,Mary Hegde,53.0,3.0,1.0,,2
17383,15922,Imran Kulkarni,37.0,8.0,,,1
17384,15923,Nagaraj Pai,43.0,19.0,1.0,,1
17385,15924,Naveen Bhat,35.0,5.0,1.0,35.0,1
17386,15924,Rekha Swamy,58.0,16.0,,21.0,2
17387,15925,Radha D'Souza,31.0,13.0,,58.0,2
17388,15925,Kiran Murthy,30.0,3.0,,,1
17389,15926,Santosh Patil,35.0,19.0,,,1
17390,15927,Vijay Reddy,44.0,12.0,1.0,,1
17391,15928,Umesh Achari,32.0,17.0,2.0,31.0,1
17392,15929,Wilson D'Souza,43.0,20.0,1.0,43.0,1
17393,15929,Selvi Kumar,46.0,10.0,1.0,,2
17394,15930,Nagamma Poojari,44.0,16.0,1.0,,2
17395,15931,Savitha Achari,43.0,10.0,2.0,,2
17396,15932,Pushpa Shetty,48.0,12.0,3.0,22.0,2
17397,15933,Prakash Murthy,35.0,9.0,,,1
17398,15934,Suma D'Souza,58.0,,,1.0,2
17399,15935,Hanumantha Angadi,50.0,15.0,1.0,,1
17400,15936,Dinesh Poojari,43.0,15.0,,42.0,1
17401,15937,Santosh Achari,29.0,,1.0,37.0,1
17402,15938,Pallavi Desai,48.0,10.0,1.0,9.0,2
17403,15939,Sunitha Desai,34.0,14.0,1.0,,2
17404,15940,Girish Kulkarni,33.0,18.0,1.0,45.0,1
17405,15941,Nagamma Hegde,49.0,22.0,1.0,,2
17406,15942,Mary Reddy,33.0,11.0,4.0,,2
17407,15943,Hanumantha Angadi,30.0,,,38.0,1
17408,15944,Sunitha Bhat,36.0,23.0,1.0,46.0,2
17409,15945,Bhagya Gowda,32.0,13.0,1.0,54.0,2
17410,15946,Imran Shetty,33.0,2.0,,53.0,1
17411,15947,Santosh Achari,28.0,,1.0,55.0,1
17412,15948,Mohammed Khan,38.0,16.0,1.0,,1
17413,15949,Imran Kulkarni,37.0,11.0,1.0,4.0,1
17414,15950,Mohammed Achari,25.0,11.0,1.0,16.0,1
17415,15951,Venkatesh Kumar,27.0,13.0,,,1
17416,15952,Dinesh D'Souza,36.0,9.0,1.0,10.0,1
17417,15953,Dinesh Patil,23.0,,,54.0,1
17418,15954,Ayesha Reddy,43.0,,1.0,42.0,2
17419,15954,Kavitha Swamy,32.0,22.0,1.0,36.0,2
17420,15955,Bhagya Hegde,60.0,18.0,1.0,23.0,2
17421,15956,Srinivas Murthy,44.0,23.0,1.0,,1
17422,15957,Deepa Kulkarni,19.0,10.0,,30.0,2
17423,15958,Asha Bhat,45.0,20.0,1.0,60.0,2
17424,15959,Rekha Murthy,18.0,24.0,1.0,,2
17425,15960,Basavaraj Kulkarni,32.0,18.0,,,1
17426,15961,Lokesh Gowda,27.0,4.0,1.0,,1
17427,15962,Girish Fernandes,52.0,13.0,,27.0,1
17428,15963,Anitha Kumar,21.0,1.0,,48.0,2
17429,15964,Joseph Angadi,52.0,17.0,1.0,13.0,1
17430,15965,Pushpa Kulkarni,27.0,16.0,1.0,10.0,2
17431,15966,Mary D'Souza,29.0,10.0,1.0,,2
17432,15967,Lokesh Shetty,38.0,5.0,1.0,,1
17433,15967,Lokesh Shetty,43.0,18.0,1.0,13.0,1
17434,15968,Kavitha Bhat,47.0,4.0,3.0,18.0,2
17435,15968,Vijay Fernandes,21.0,2.0,2.0,,1
17436,15969,Mohammed Pai,37.0,21.0,1.0,3.0,1
17437,15970,Imran Banakar,18.0,25.0,1.0,,1
17438,15971,Geetha D'Souza,37.0,12.0,3.0,42.0,2
17439,15972,Bhagya Kulkarni,33.0,10.0,1.0,17.0,2
17440,15973,Suma Rao,40.0,4.0,1.0,27.0,2
17441,15974,Mahesh Achari,41.0,4.0,2.0,32.0,1
17442,15975,Divya Reddy,68.0,12.0,1.0,,2
17443,15976,Manjunath Swamy,30.0,12.0,1.0,2.0,1
17444,15977,Sunitha Bhat,46.0,6.0,2.0,,2
17445,15978,Ayesha Naik,45.0,25.0,1.0,,2
17446,15979,Naveen Naik,48.0,,,32.0,1
17447,15980,Dinesh Pai,37.0,1.0,1.0,,1
17448,15981,Imran Desai,41.0,9.0,1.0,,1
17449,15982,Dinesh Kulkarni,36.0,3.0,1.0,54.0,1
17450,15983,Santosh Desai,42.0,20.0,1.0,18.0,1
17451,15983,Umesh D'Souza,20.0,7.0,1.0,3.0,1
17452,15984,Santosh Khan,31.0,17.0,1.0,28.0,1
17453,15985,Anitha Naik,62.0,11.0,1.0,5.0,2
17454,15986,Shivakumar Naik,24.0,17.0,1.0,43.0,1
17455,15987,Joseph Khan,42.0,17.0,3.0,1.0,1
17456,15988,Mary Swamy,22.0,8.0,1.0,18.0,2
17457,15989,Shivakumar Bhat,,23.0,,50.0,1
17458,15990,Anitha Fernandes,26.0,5.0,2.0,,2
17459,15991,Irfan Angadi,39.0,,1.0,58.0,1
17460,15992,Girish Biradar,31.0,1.0,,16.0,1
17461,15993,Asha Poojari,30.0,6.0,1.0,19.0,2
17462,15994,Prakash Naik,47.0,15.0,1.0,,1
17463,15995,Pallavi Khan,33.0,16.0,1.0,22.0,2
17464,15996,Anthony Poojari,58.0,13.0,1.0,53.0,1
17465,15997,Venkatesh Sheikh,44.0,7.0,1.0,4.0,1
17466,15998,Ramesh Desai,37.0,15.0,1.0,42.0,1
17467,15999,Lokesh Fernandes,19.0,,,,1
17468,16000,Suresh Poojari,42.0,14.0,1.0,52.0,1
17469,16001,Savitha Murthy,18.0,,1.0,36.0,2
17470,16002,Ayesha Biradar,50.0,24.0,1.0,24.0,2
17471,16003,Pallavi Biradar,45.0,4.0,1.0,22.0,2
17472,16004,Irfan Pai,18.0,,3.0,,1
17473,16005,Lakshmi Achari,29.0,21.0,2.0,,2
17474,16006,Asha Gowda,43.0,9.0,1.0,,2
17475,16007,Harish D'Souza,37.0,,1.0,31.0,1
17476,16008,Suresh Kulkarni,30.0,,1.0,,1
17477,16009,Raghavendra Gowda,38.0,9.0,,59.0,1
17478,16010,Raghavendra D'Souza,32.0,8.0,1.0,39.0,1
17479,16011,Santosh Pai,,,1.0,,1
17480,16012,Wilson Gowda,36.0,20.0,2.0,,1
17481,16013,Radha Biradar,49.0,12.0,1.0,8.0,2
17482,16014,Suresh Achari,53.0,11.0,,13.0,1
17483,16015,Joseph Kulkarni,39.0,19.0,1.0,13.0,1
17484,16016,Savitha Kumar,30.0,19.0,1.0,,2
17485,16017,Shivakumar Kulkarni,36.0,17.0,1.0,43.0,1
17486,16018,Anthony Kulkarni,39.0,25.0,2.0,,1
17487,16019,Kiran Kulkarni,36.0,7.0,1.0,18.0,1
17488,16020,Praveen Khan,32.0,22.0,1.0,,1
17489,16021,Raghavendra Poojari,44.0,21.0,1.0,37.0,1
17490,16022,Umesh Swamy,39.0,5.0,1.0,59.0,1
17491,16023,Syed Angadi,40.0,,1.0,,1
17492,16024,Fathima Naik,24.0,,,60.0,2
17493,16025,Deepa Pai,,10.0,1.0,33.0,2
17494,16026,Geetha Rao,36.0,3.0,1.0,,2
17495,16027,Ayesha Pai,38.0,15.0,,13.0,2
17496,16028,Girish Banakar,40.0,,,43.0,1
17497,16029,Shobha Poojari,19.0,16.0,1.0,,2
17498,16030,Mohammed Biradar,22.0,20.0,,31.0,1
17499,16031,Radha Achari,41.0,10.0,1.0,,2
17500,16031,Kavitha Naik,18.0,,1.0,59.0,2
17501,16032,Prakash Rao,42.0,5.0,1.0,44.0,1
17502,16032,Basavaraj Banakar,35.0,13.0,,,1
17503,16033,Sunitha Swamy,35.0,18.0,1.0,,2
17504,16034,Joseph Desai,41.0,24.0,1.0,,1
17505,16035,Nagamma Poojari,29.0,15.0,1.0,9.0,2
17506,16036,Dinesh Biradar,32.0,23.0,,43.0,1
17507,16037,Naveen Naik,42.0,,1.0,45.0,1
17508,16038,Raghavendra Kulkarni,39.0,15.0,,51.0,1
17509,16039,Shivakumar Gowda,24.0,22.0,,,1
17510,16040,Divya Nayaka,,20.0,6.0,51.0,2
17511,16041,Mary Khan,18.0,10.0,1.0,,2
17512,16042,Anthony Biradar,27.0,,,,1
17513,16043,Suresh Shetty,,11.0,,59.0,1
17514,16043,Prakash Desai,37.0,,,7.0,1
17515,16044,Mary Murthy,36.0,2.0,1.0,4.0,2
17516,16045,Nagamma Fernandes,26.0,24.0,1.0,60.0,2
17517,16046,Joseph Biradar,57.0,8.0,1.0,60.0,1
17518,16047,Mohammed Rao,35.0,4.0,1.0,,1
17519,16048,Anitha Fernandes,30.0,,,41.0,2
17520,16049,Rekha Patil,44.0,5.0,2.0,,2
17521,16050,Mohammed Bhat,34.0,,1.0,27.0,1
17522,16051,Dinesh Kumar,18.0,17.0,,,1
17523,16052,Wilson Reddy,42.0,5.0,1.0,,1
17524,16053,Manjula Patil,35.0,6.0,1.0,11.0,2
17525,16054,Selvi Kumar,41.0,14.0,1.0,54.0,2
17526,16055,Venkatesh Gowda,27.0,2.0,2.0,8.0,1
17527,16056,Shobha Hegde,50.0,19.0,1.0,,2
17528,16057,Anthony Poojari,39.0,21.0,1.0,9.0,1
17529,16058,Prakash Fernandes,39.0,6.0,1.0,12.0,1
17530,16059,Fathima Nayaka,42.0,20.0,2.0,9.0,2
17531,16060,Mohammed Murthy,18.0,20.0,,27.0,1
17532,16061,Hanumantha Naik,34.0,15.0,1.0,6.0,1
17533,16062,Savitha Achari,18.0,11.0,1.0,39.0,2
17534,16063,Abdul Pai,46.0,5.0,,28.0,1
17535,16064,Venkatesh Fernandes,38.0,,2.0,,1
17536,16065,Sunitha Poojari,53.0,,2.0,19.0,2
17537,16066,Vijay Banakar,37.0,21.0,1.0,40.0,1
17538,16067,Irfan Hegde,27.0,1.0,,,1
17539,16068,Geetha Angadi,41.0,,1.0,56.0,2
17540,16069,Umesh Reddy,38.0,,1.0,29.0,1
17541,16069,Anitha Biradar,34.0,17.0,,19.0,2
17542,16070,Kavitha Sheikh,51.0,22.0,,31.0,2
17543,16071,Srinivas Murthy,18.0,3.0,1.0,,1
17544,16072,Sunitha Murthy,33.0,4.0,1.0,14.0,2
17545,16073,Abdul Gowda,63.0,9.0,2.0,35.0,1
17546,16074,Suma Hegde,48.0,13.0,,,2
17547,16075,Anitha Desai,31.0,16.0,2.0,,2
17548,16076,Venkatesh Pai,18.0,15.0,1.0,37.0,1
17549,16077,Praveen Fernandes,36.0,9.0,,59.0,1
17550,16078,Pallavi Angadi,53.0,4.0,1.0,5.0,2
17551,16079,Mahesh Bhat,,11.0,,26.0,1
17552,16080,Suma Kulkarni,29.0,23.0,1.0,4.0,2
17553,16081,Lokesh Patil,,5.0,1.0,39.0,1
17554,16082,Girish Khan,,22.0,1.0,,1
17555,16083,Ramesh Pai,35.0,6.0,1.0,10.0,1
17556,16084,Irfan Nayaka,40.0,10.0,2.0,9.0,1
17557,16085,Naveen Nayaka,34.0,1.0,,24.0,1
17558,16086,Anthony Swamy,45.0,17.0,1.0,12.0,1
17559,16087,Suresh D'Souza,34.0,17.0,1.0,22.0,1
17560,16088,Pallavi Nayaka,41.0,21.0,1.0,,2
17561,16089,Prakash Shetty,38.0,13.0,2.0,4.0,1
17562,16090,Pushpa Hegde,55.0,,1.0,25.0,2
17563,16091,Suresh Nayaka,23.0,19.0,,18.0,1
17564,16092,Venkatesh Fernandes,34.0,23.0,1.0,,1
17565,16093,Dinesh Fernandes,23.0,20.0,,16.0,1
17566,16094,Srinivas Achari,27.0,4.0,1.0,,1
17567,16095,Mohammed Reddy,24.0,23.0,1.0,,1
17568,16096,Anthony Pai,48.0,6.0,1.0,,1
17569,16097,Pallavi Patil,41.0,11.0,1.0,44.0,2
17570,16098,Manjunath Rao,25.0,15.0,1.0,,1
17571,16099,Kavitha Swamy,55.0,17.0,2.0,,2
17572,16100,Fathima Desai,58.0,8.0,2.0,39.0,2
17573,16101,Praveen Naik,30.0,20.0,1.0,,1
17574,16102,Santosh Shetty,35.0,25.0,1.0,15.0,1
17575,16103,Geetha Murthy,43.0,,1.0,31.0,2
17576,16104,Chetan Fernandes,45.0,14.0,1.0,58.0,1
17577,16105,Lokesh Reddy,46.0,23.0,,45.0,1
17578,16106,Raghavendra Swamy,33.0,14.0,1.0,5.0,1
17579,16107,Anil Bhat,33.0,,1.0,10.0,1
17580,16108,Girish Biradar,38.0,18.0,1.0,,1
17581,16109,Naveen Biradar,23.0,,1.0,13.0,1
17582,16110,Suma Achari,34.0,13.0,1.0,15.0,2
17583,16111,Harish Biradar,,9.0,,,1
17584,16112,Shivakumar Swamy,59.0,4.0,,13.0,1
17585,16113,Dinesh Desai,,1.0,1.0,34.0,1
17586,16114,Santosh Angadi,46.0,3.0,1.0,26.0,1
17587,16115,Selvi D'Souza,39.0,11.0,1.0,4.0,2
17588,16116,Anthony Kumar,39.0,4.0,,,1
17589,16117,Santosh Reddy,42.0,5.0,1.0,23.0,1
17590,16118,Bhagya Nayaka,,19.0,1.0,25.0,2
17591,16119,Ayesha Angadi,33.0,7.0,1.0,19.0,2
17592,16120,Ramesh Poojari,35.0,,2.0,50.0,1
17593,16121,Anthony Banakar,18.0,25.0,1.0,18.0,1
17594,16122,Chetan Achari,52.0,,1.0,27.0,1
17595,16122,Abdul Khan,38.0,7.0,,,1
17596,16123,Anitha Kulkarni,46.0,22.0,,23.0,2
17597,16124,Dinesh Fernandes,37.0,9.0,2.0,2.0,1
17598,16125,Lokesh Poojari,29.0,4.0,1.0,,1
17599,16126,Suma Hegde,60.0,4.0,,,2
17600,16127,Vijay Swamy,18.0,,1.0,11.0,1
17601,16128,Ayesha Swamy,,13.0,,,2
17602,16129,Chetan Khan,44.0,6.0,,51.0,1
17603,16130,Praveen Khan,38.0,7.0,1.0,4.0,1
17604,16131,Vijay Khan,35.0,5.0,,45.0,1
17605,16132,Wilson Gowda,52.0,24.0,1.0,,1
17606,16133,Geetha Fernandes,58.0,5.0,1.0,7.0,2
17607,16133,Kavitha Rao,,1.0,,34.0,2
17608,16134,Nagamma D'Souza,51.0,,1.0,53.0,2
17609,16135,Chetan Khan,55.0,,1.0,54.0,1
17610,16136,Nagamma Kumar,41.0,20.0,1.0,29.0,2
17611,16137,Pallavi Sheikh,21.0,4.0,2.0,9.0,2
17612,16138,Syed Desai,65.0,2.0,1.0,5.0,1
17613,16139,Suresh Banakar,,10.0,1.0,5.0,1
17614,16140,Naveen Rao,29.0,11.0,1.0,6.0,1
17615,16141,Pallavi Poojari,18.0,2.0,1.0,,2
17616,16142,Bhagya Angadi,36.0,3.0,,,2
17617,16143,Mahesh Khan,34.0,7.0,,7.0,1
17618,16144,Suresh Achari,27.0,,1.0,22.0,1
17619,16145,Mahesh Bhat,28.0,,1.0,28.0,1
17620,16146,Ramesh Sheikh,30.0,2.0,1.0,34.0,1
17621,16147,Vijay Pai,,4.0,1.0,57.0,1
17622,16148,Geetha Nayaka,67.0,,1.0,,2
17623,16149,Vijay D'Souza,50.0,4.0,2.0,9.0,1
17624,16150,Rekha Reddy,40.0,4.0,1.0,15.0,2
17625,16151,Nagamma Poojari,34.0,13.0,1.0,51.0,2
17626,16152,Anitha Rao,24.0,21.0,1.0,,2
17627,16153,Radha Gowda,48.0,,1.0,7.0,2
17628,16153,Syed Kulkarni,38.0,7.0,2.0,56.0,1
17629,16154,Irfan Banakar,40.0,14.0,1.0,7.0,1
17630,16155,Fathima Hegde,40.0,8.0,,,2
17631,16156,Radha Nayaka,23.0,16.0,2.0,,2
17632,16157,Ayesha Nayaka,18.0,9.0,1.0,19.0,2
17633,16158,Girish Gowda,53.0,5.0,,3.0,1
17634,16159,Praveen Reddy,42.0,5.0,,15.0,1
17635,16160,Irfan D'Souza,39.0,23.0,1.0,52.0,1
17636,16161,Pushpa Pai,18.0,25.0,1.0,,2
17637,16162,Lokesh Kumar,30.0,13.0,2.0,,1
17638,16163,Chetan Desai,55.0,23.0,1.0,46.0,1
17639,16164,Girish Fernandes,30.0,,3.0,,1
17640,16165,Imran Reddy,44.0,17.0,1.0,34.0,1
17641,16166,Asha Achari,51.0,4.0,1.0,18.0,2
17642,16167,Girish Achari,57.0,15.0,1.0,19.0,1
17643,16168,Bhagya Sheikh,49.0,12.0,1.0,49.0,2
17644,16169,Prakash Sheikh,51.0,24.0,1.0,,1
17645,16170,Basavaraj Achari,46.0,19.0,1.0,,1
17646,16171,Harish Poojari,32.0,1.0,,40.0,1
17647,16172,Abdul Gowda,26.0,22.0,,45.0,1
17648,16173,Anil Patil,38.0,,1.0,,1
17649,16174,Shobha Banakar,42.0,,1.0,30.0,2
17650,16175,Radha Angadi,39.0,14.0,1.0,,2
17651,16175,Pushpa Kumar,34.0,14.0,1.0,43.0,2
17652,16176,Suresh Pai,42.0,15.0,1.0,,1
17653,16177,Nagamma Naik,36.0,13.0,,18.0,2
17654,16178,Vijay Achari,40.0,20.0,1.0,5.0,1
17655,16179,Kiran Biradar,37.0,23.0,1.0,1.0,1
17656,16180,Harish Angadi,18.0,7.0,1.0,21.0,1
17657,16181,Santosh Kulkarni,40.0,22.0,1.0,3.0,1
17658,16182,Santosh Reddy,36.0,18.0,1.0,36.0,1
17659,16183,Venkatesh Shetty,37.0,23.0,,25.0,1
17660,16184,Lakshmi Angadi,33.0,20.0,,47.0,2
17661,16185,Anthony Sheikh,25.0,,,59.0,1
17662,16186,Dinesh Banakar,26.0,11.0,1.0,20.0,1
17663,16187,Chetan Nayaka,50.0,23.0,1.0,38.0,1
17664,16188,Abdul Shetty,47.0,13.0,1.0,27.0,1
17665,16189,Irfan Naik,47.0,16.0,1.0,7.0,1
17666,16190,Anil Reddy,38.0,12.0,1.0,,1
17667,16191,Lokesh Patil,,14.0,1.0,,1
17668,16192,Lakshmi Angadi,40.0,20.0,1.0,52.0,2
17669,16193,Harish Hegde,39.0,21.0,1.0,2.0,1
17670,16193,Umesh Nayaka,29.0,3.0,1.0,46.0,1
17671,16194,Naveen Murthy,57.0,23.0,1.0,38.0,1
17672,16195,Anil Banakar,49.0,23.0,,25.0,1
17673,16196,Anthony Sheikh,31.0,24.0,,37.0,1
17674,16196,Vijay Murthy,,14.0,1.0,25.0,1
17675,16197,Lakshmi Kulkarni,47.0,,1.0,9.0,2
17676,16198,Mohammed Hegde,,19.0,1.0,55.0,1
17677,16199,Rekha Naik,53.0,19.0,1.0,,2
17678,16199,Anil D'Souza,53.0,16.0,1.0,,1
17679,16200,Mary Khan,67.0,6.0,1.0,49.0,2
17680,16201,Suresh Poojari,37.0,22.0,1.0,37.0,1
17681,16202,Dinesh Khan,35.0,3.0,1.0,19.0,1
17682,16203,Prakash Kulkarni,45.0,14.0,1.0,39.0,1
17683,16204,Abdul Patil,33.0,24.0,3.0,11.0,1
17684,16205,Chetan Sheikh,18.0,2.0,,35.0,1
17685,16205,Deepa Fernandes,,3.0,1.0,31.0,2
17686,16206,Srinivas Khan,37.0,,,51.0,1
17687,16207,Santosh Kumar,28.0,10.0,1.0,,1
17688,16208,Mahesh Angadi,57.0,23.0,,33.0,1
17689,16208,Raghavendra Rao,48.0,,,7.0,1
17690,16209,Geetha Khan,38.0,4.0,1.0,55.0,2
17691,16209,Irfan Swamy,31.0,15.0,1.0,,1
17692,16210,Nagaraj Bhat,46.0,19.0,1.0,54.0,1
17693,16211,Raghavendra Hegde,26.0,8.0,2.0,34.0,1
17694,16212,Geetha Fernandes,18.0,23.0,,47.0,2
