EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
1476,1,120,1,4,KGID0001476,Girish Pai,1979-01-20,1,6.0,0,2007-06-01
1477,1,120,4,8,KGID0001477,Joseph Murthy,1979-04-06,1,7.0,0,2005-06-01
1478,1,120,2,1,KGID0001478,Abdul Reddy,1971-10-02,1,1.0,0,1996-06-01
1479,1,120,3,4,KGID0001479,Dinesh Biradar,1970-12-09,1,7.0,0,1995-06-01
1480,1,120,2,10,KGID0001480,Srinivas Patil,1969-11-02,1,4.0,0,1993-06-01
1481,1,120,1,1,KGID0001481,Girish Nayaka,1989-12-25,1,3.0,0,2013-06-01
1482,1,120,3,9,KGID0001482,Geetha Reddy,1996-06-05,2,7.0,0,2017-06-01
1483,1,120,1,8,KGID0001483,Irfan Achari,1998-11-16,1,3.0,0,2023-06-01
1484,1,120,1,6,KGID0001484,Shivakumar Angadi,1973-06-18,1,3.0,0,2001-06-01
1485,1,120,4,2,KGID0001485,Mohammed Kumar,1977-08-25,1,4.0,0,1998-06-01
1486,1,121,1,1,KGID0001486,Lokesh Kumar,1987-07-27,1,7.0,0,2014-06-01
1487,1,121,4,3,KGID0001487,Anthony Naik,1975-10-27,1,1.0,0,2003-06-01
1488,1,121,1,1,KGID0001488,Syed Sheikh,1983-09-09,1,5.0,0,2004-06-01
1489,1,121,4,7,KGID0001489,Irfan Achari,1994-02-06,1,4.0,0,2021-06-01
1490,1,121,3,8,KGID0001490,Vijay Nayaka,1968-05-16,1,1.0,0,1994-06-01
1491,1,121,1,9,KGID0001491,Umesh Pai,2000-11-06,1,1.0,0,2026-06-01
1492,1,121,1,10,KGID0001492,Imran Shetty,1979-01-20,1,8.0,0,2003-06-01
1493,1,121,1,9,KGID0001493,Venkatesh Desai,1995-05-22,1,,0,2020-06-01
1494,1,121,1,6,KGID0001494,Naveen Desai,2000-06-02,1,8.0,0,2028-06-01
1495,1,121,4,8,KGID0001495,Girish Achari,1989-09-27,1,7.0,0,2014-06-01
1496,1,121,7,9,KGID0001496,Ramesh Bhat,1972-02-25,1,6.0,0,1995-06-01
1497,1,121,4,2,KGID0001497,Manjunath Rao,1980-04-08,1,4.0,0,2003-06-01
1498,1,121,3,8,KGID0001498,Imran Swamy,1982-04-02,1,8.0,0,2004-06-01
1499,1,121,4,7,KGID0001499,Hanumantha Desai,1988-08-07,1,8.0,0,2015-06-01
1500,1,121,6,6,KGID0001500,Hanumantha Achari,1978-03-17,1,4.0,0,2002-06-01
1501,1,121,1,5,KGID0001501,Syed Fernandes,1997-12-01,1,3.0,0,2023-06-01
1502,1,122,2,3,KGID0001502,Suma Hegde,1995-09-15,2,7.0,0,2018-06-01
1503,1,122,1,5,KGID0001503,Dinesh Swamy,1987-12-14,1,,0,2009-06-01
1504,1,122,3,10,KGID0001504,Joseph Pai,1999-02-18,1,7.0,0,2025-06-01
1505,1,122,1,4,KGID0001505,Prakash Fernandes,1980-08-21,1,1.0,0,2005-06-01
1506,1,122,2,1,KGID0001506,Raghavendra Pai,1992-05-08,1,6.0,0,2016-06-01
1507,1,122,1,5,KGID0001507,Dinesh Achari,1997-06-15,1,3.0,0,2022-06-01
1508,1,122,2,7,KGID0001508,Prakash Fernandes,1997-01-04,1,6.0,0,2023-06-01
1509,1,122,1,10,KGID0001509,Abdul Patil,1976-06-11,1,5.0,0,1999-06-01
1510,1,122,3,2,KGID0001510,Lokesh Fernandes,1991-09-15,1,,0,2018-06-01
1511,1,122,1,3,KGID0001511,Naveen Poojari,1973-04-18,1,6.0,0,1998-06-01
1512,1,122,5,9,KGID0001512,Prakash Angadi,1980-09-13,1,,0,2008-06-01
1513,1,122,1,7,KGID0001513,Hanumantha Gowda,1982-12-08,1,5.0,0,2009-06-01
1514,1,122,1,8,KGID0001514,Anil Murthy,1999-01-05,1,,0,2025-06-01
1515,1,122,1,1,KGID0001515,Joseph Fernandes,1998-09-23,1,2.0,0,2025-06-01
1516,1,122,1,7,KGID0001516,Ramesh Murthy,1989-01-09,1,8.0,0,2015-06-01
1517,1,122,3,9,KGID0001517,Dinesh Khan,1994-08-10,1,4.0,0,2017-06-01
1518,1,122,2,10,KGID0001518,Praveen Fernandes,1990-12-12,1,2.0,0,2013-06-01
1519,1,122,2,5,KGID0001519,Venkatesh Kulkarni,1981-10-18,1,5.0,0,2004-06-01
1520,1,122,2,4,KGID0001520,Ramesh Murthy,1994-09-21,1,1.0,0,2018-06-01
1521,1,122,1,8,KGID0001521,Praveen Kumar,1994-10-09,1,6.0,0,2015-06-01
1522,1,123,1,5,KGID0001522,Umesh Murthy,1972-11-11,1,8.0,0,1997-06-01
1523,1,123,1,4,KGID0001523,Manjunath Kumar,1993-05-02,1,,0,2016-06-01
1524,1,123,1,8,KGID0001524,Vijay Patil,1976-09-15,1,3.0,0,2003-06-01
1525,1,123,1,2,KGID0001525,Pushpa Shetty,1992-03-07,2,3.0,0,2016-06-01
1526,1,123,2,10,KGID0001526,Imran Bhat,1980-06-22,1,8.0,0,2004-06-01
1527,1,123,1,5,KGID0001527,Lokesh Khan,1991-05-08,1,3.0,0,2014-06-01
1528,1,123,1,1,KGID0001528,Pushpa Hegde,1972-03-20,2,7.0,0,1994-06-01
1529,1,123,1,1,KGID0001529,Nagaraj Patil,1986-04-02,1,3.0,1,2009-06-01
1530,1,123,1,2,KGID0001530,Vijay Pai,1975-11-01,1,3.0,0,2002-06-01
1531,1,123,4,10,KGID0001531,Imran Kulkarni,1974-10-14,1,6.0,0,1995-06-01
1532,1,123,1,5,KGID0001532,Mohammed Achari,1970-01-13,1,3.0,0,1994-06-01
1533,1,123,5,1,KGID0001533,Suresh Desai,1998-02-01,1,3.0,0,2021-06-01
1534,1,123,2,9,KGID0001534,Divya Kulkarni,2000-08-11,2,3.0,0,2024-06-01
1535,1,123,2,5,KGID0001535,Suma Kulkarni,1986-11-23,2,,0,2012-06-01
1536,1,123,1,10,KGID0001536,Girish Fernandes,1975-07-15,1,4.0,0,1999-06-01
1537,1,123,5,5,KGID0001537,Shivakumar Nayaka,1996-08-09,1,1.0,0,2017-06-01
1538,1,123,3,9,KGID0001538,Suresh Khan,1974-09-17,1,2.0,0,1995-06-01
1539,1,123,1,3,KGID0001539,Girish Shetty,1994-04-13,1,1.0,0,2016-06-01
1540,1,123,1,9,KGID0001540,Srinivas Hegde,1981-02-15,1,6.0,0,2008-06-01
1541,1,124,2,2,KGID0001541,Shivakumar Banakar,1976-08-13,1,7.0,0,2003-06-01
1542,1,124,2,8,KGID0001542,Shivakumar Kumar,1974-07-09,1,5.0,0,2000-06-01
1543,1,124,3,6,KGID0001543,Mahesh Kumar,2000-07-12,1,8.0,0,2022-06-01
1544,1,124,1,2,KGID0001544,Hanumantha Poojari,1991-04-10,1,8.0,0,2014-06-01
1545,1,124,1,9,KGID0001545,Mahesh Desai,1986-05-09,1,6.0,0,2012-06-01
1546,1,124,2,3,KGID0001546,Syed Rao,1989-03-14,1,4.0,0,2013-06-01
1547,1,124,3,7,KGID0001547,Mahesh Bhat,1990-01-14,1,8.0,0,2013-06-01
1548,1,124,1,6,KGID0001548,Ramesh Banakar,1977-09-17,1,7.0,0,2005-06-01
1549,1,124,1,7,KGID0001549,Mary Poojari,1991-04-09,2,8.0,0,2018-06-01
1550,1,124,1,1,KGID0001550,Mahesh Gowda,1976-02-22,1,3.0,0,1997-06-01
1551,1,124,5,3,KGID0001551,Venkatesh Gowda,1991-01-23,1,4.0,0,2014-06-01
1552,1,124,1,3,KGID0001552,Irfan Murthy,1997-06-24,1,6.0,0,2024-06-01
1553,1,124,1,9,KGID0001553,Mahesh Khan,1989-01-16,1,7.0,0,2010-06-01
1554,1,124,1,6,KGID0001554,Srinivas Reddy,1983-09-13,1,3.0,0,2008-06-01
1555,1,124,2,4,KGID0001555,Abdul Rao,1978-05-27,1,1.0,0,2001-06-01
1556,1,124,2,3,KGID0001556,Chetan Nayaka,1971-11-13,1,2.0,0,1993-06-01
1557,1,125,5,7,KGID0001557,Mahesh Sheikh,1976-01-16,1,8.0,0,1999-06-01
1558,1,125,7,1,KGID0001558,Vijay Achari,1994-03-08,1,7.0,0,2018-06-01
1559,1,125,1,4,KGID0001559,Shivakumar Desai,1996-03-21,1,1.0,0,2022-06-01
1560,1,125,1,2,KGID0001560,Chetan Rao,1984-12-26,1,3.0,0,2009-06-01
1561,1,125,4,5,KGID0001561,Nagaraj Pai,1999-06-22,1,2.0,0,2022-06-01
1562,1,125,5,3,KGID0001562,Suresh Angadi,1984-04-02,1,8.0,0,2009-06-01
1563,1,125,1,6,KGID0001563,Lakshmi Pai,1999-11-27,2,3.0,0,2026-06-01
1564,1,125,3,10,KGID0001564,Srinivas Pai,1996-03-26,1,5.0,0,2022-06-01
1565,1,125,1,2,KGID0001565,Santosh Gowda,1976-04-08,1,2.0,0,2004-06-01
1566,1,125,2,9,KGID0001566,Nagamma Patil,1993-08-26,2,7.0,1,2019-06-01
1567,1,125,1,3,KGID0001567,Praveen Desai,1992-09-25,1,,0,2018-06-01
1568,1,125,1,8,KGID0001568,Wilson Patil,1968-12-15,1,5.0,0,1989-06-01
1569,1,125,6,4,KGID0001569,Mahesh Angadi,1986-03-13,1,4.0,0,2009-06-01
1570,1,125,6,9,KGID0001570,Kiran Achari,1983-05-04,1,6.0,0,2010-06-01
1571,1,125,4,1,KGID0001571,Mary Poojari,1987-06-25,2,1.0,0,2009-06-01
1572,1,125,1,9,KGID0001572,Anil Gowda,1991-11-26,1,5.0,0,2015-06-01
1573,1,125,1,6,KGID0001573,Chetan Swamy,1976-02-08,1,1.0,0,2000-06-01
1574,1,126,6,3,KGID0001574,Chetan Reddy,1980-10-10,1,7.0,0,2005-06-01
1575,1,126,1,4,KGID0001575,Abdul Shetty,1999-07-11,1,4.0,0,2020-06-01
1576,1,126,1,2,KGID0001576,Mohammed Kumar,1993-08-02,1,3.0,0,2020-06-01
1577,1,126,2,8,KGID0001577,Syed Bhat,1983-11-04,1,7.0,0,2008-06-01
1578,1,126,1,9,KGID0001578,Manjunath Banakar,1973-01-27,1,4.0,0,2001-06-01
1579,1,126,5,6,KGID0001579,Harish D'Souza,1973-08-05,1,2.0,0,1994-06-01
1580,1,126,2,1,KGID0001580,Manjunath Murthy,1994-03-26,1,5.0,0,2015-06-01
1581,1,126,5,8,KGID0001581,Kiran Reddy,1981-10-03,1,1.0,0,2002-06-01
1582,1,126,5,5,KGID0001582,Girish Bhat,1986-06-25,1,4.0,0,2008-06-01
1583,1,126,2,9,KGID0001583,Anil Angadi,1998-03-13,1,4.0,0,2023-06-01
1584,1,126,2,10,KGID0001584,Wilson Hegde,1999-05-17,1,2.0,0,2021-06-01
1585,1,126,1,1,KGID0001585,Vijay Desai,1990-11-04,1,5.0,0,2016-06-01
1586,1,126,2,3,KGID0001586,Prakash Swamy,1986-02-24,1,8.0,0,2008-06-01
1587,1,126,5,7,KGID0001587,Syed Pai,1986-04-01,1,8.0,0,2014-06-01
1588,1,127,4,9,KGID0001588,Radha Nayaka,1993-05-16,2,4.0,0,2020-06-01
1589,1,127,1,5,KGID0001589,Harish Desai,1978-07-15,1,4.0,0,2003-06-01
1590,1,127,3,3,KGID0001590,Lokesh Angadi,1971-11-08,1,2.0,0,1998-06-01
1591,1,127,1,5,KGID0001591,Girish Reddy,1985-05-10,1,,0,2008-06-01
1592,1,127,2,2,KGID0001592,Manjunath Shetty,1996-05-13,1,2.0,0,2021-06-01
1593,1,127,1,7,KGID0001593,Wilson Pai,1984-06-17,1,6.0,0,2012-06-01
1594,1,127,1,10,KGID0001594,Abdul Angadi,1981-02-18,1,4.0,0,2005-06-01
1595,1,127,7,4,KGID0001595,Abdul Sheikh,1972-08-03,1,7.0,0,1993-06-01
1596,1,127,2,6,KGID0001596,Wilson Nayaka,1982-09-22,1,2.0,0,2007-06-01
1597,1,127,1,9,KGID0001597,Naveen Kumar,1981-12-12,1,5.0,0,2003-06-01
1598,1,127,1,5,KGID0001598,Kiran Hegde,1968-12-03,1,,0,1995-06-01
1599,1,127,3,4,KGID0001599,Venkatesh Desai,1990-12-14,1,5.0,0,2015-06-01
1600,1,127,1,3,KGID0001600,Hanumantha Shetty,1997-06-15,1,8.0,0,2022-06-01
1601,1,127,1,10,KGID0001601,Manjunath Reddy,1975-05-16,1,,0,1996-06-01
1602,1,127,2,10,KGID0001602,Wilson Kumar,1980-05-09,1,3.0,0,2005-06-01
1603,1,127,1,6,KGID0001603,Shivakumar Naik,2000-09-15,1,5.0,0,2023-06-01
1604,1,127,1,4,KGID0001604,Santosh Hegde,1968-04-19,1,6.0,0,1992-06-01
1605,1,127,3,8,KGID0001605,Kiran Banakar,1991-12-02,1,4.0,0,2014-06-01
1606,1,127,5,7,KGID0001606,Anil Nayaka,1979-06-19,1,,0,2005-06-01
1607,1,127,1,4,KGID0001607,Bhagya D'Souza,1968-06-27,2,,0,1995-06-01
1608,1,128,1,2,KGID0001608,Raghavendra Murthy,1998-11-20,1,4.0,0,2021-06-01
1609,1,128,5,4,KGID0001609,Chetan Murthy,1972-09-13,1,,0,1997-06-01
1610,1,128,1,8,KGID0001610,Shivakumar Fernandes,1982-08-14,1,1.0,0,2009-06-01
1611,1,128,4,10,KGID0001611,Chetan Kulkarni,1975-09-23,1,6.0,0,1997-06-01
1612,1,128,8,6,KGID0001612,Girish Hegde,1989-09-18,1,1.0,0,2013-06-01
1613,1,128,1,2,KGID0001613,Santosh Angadi,1987-11-13,1,8.0,0,2011-06-01
1614,1,128,2,7,KGID0001614,Praveen Banakar,1998-12-26,1,8.0,0,2025-06-01
1615,1,128,1,2,KGID0001615,Umesh Gowda,1977-12-12,1,,0,2005-06-01
1616,1,128,1,4,KGID0001616,Pushpa Achari,1979-08-11,2,7.0,0,2000-06-01
1617,1,128,3,8,KGID0001617,Harish D'Souza,1975-02-23,1,6.0,0,1997-06-01
1618,1,128,4,7,KGID0001618,Lokesh Nayaka,1972-01-15,1,8.0,0,2000-06-01
1619,1,128,1,3,KGID0001619,Prakash Naik,1995-01-17,1,8.0,0,2018-06-01
1620,1,128,1,7,KGID0001620,Vijay Nayaka,1971-10-12,1,2.0,0,1992-06-01
1621,1,128,1,9,KGID0001621,Shivakumar Gowda,1997-10-20,1,1.0,0,2022-06-01
1622,1,128,1,5,KGID0001622,Harish Murthy,1968-11-16,1,7.0,0,1994-06-01
1623,1,128,3,4,KGID0001623,Lakshmi Kumar,1998-12-14,2,7.0,0,2022-06-01
1624,1,128,1,9,KGID0001624,Ramesh Fernandes,1980-05-22,1,7.0,0,2008-06-01
1625,1,128,1,7,KGID0001625,Lokesh Khan,1985-12-22,1,7.0,0,2012-06-01
1626,1,128,2,6,KGID0001626,Kiran Shetty,1986-09-15,1,5.0,0,2013-06-01
1627,1,128,1,1,KGID0001627,Raghavendra Swamy,1969-07-07,1,4.0,0,1997-06-01
1628,1,128,1,10,KGID0001628,Hanumantha Khan,1979-10-13,1,2.0,0,2001-06-01
1629,1,128,1,10,KGID0001629,Raghavendra Desai,1995-01-25,1,1.0,0,2022-06-01
1630,1,128,1,8,KGID0001630,Umesh Nayaka,1989-10-24,1,4.0,0,2015-06-01
1631,1,129,3,7,KGID0001631,Suresh Kumar,2000-07-01,1,,0,2026-06-01
1632,1,129,1,3,KGID0001632,Chetan Murthy,1978-08-17,1,,0,2003-06-01
1633,1,129,1,1,KGID0001633,Ramesh Khan,1996-05-05,1,,0,2020-06-01
1634,1,129,3,9,KGID0001634,Anthony Kulkarni,1986-03-17,1,5.0,0,2012-06-01
1635,1,129,1,3,KGID0001635,Srinivas Murthy,1970-02-16,1,1.0,0,1993-06-01
1636,1,129,1,10,KGID0001636,Praveen Pai,1986-06-22,1,8.0,0,2007-06-01
1637,1,129,5,8,KGID0001637,Chetan Hegde,1996-12-27,1,8.0,0,2022-06-01
1638,1,129,3,9,KGID0001638,Ramesh Desai,1994-09-27,1,,0,2020-06-01
1639,1,129,1,1,KGID0001639,Girish Desai,1981-10-26,1,2.0,0,2006-06-01
1640,1,129,2,1,KGID0001640,Umesh Poojari,1972-01-13,1,3.0,0,1997-06-01
1641,1,129,1,2,KGID0001641,Suresh Khan,1997-07-18,1,1.0,0,2024-06-01
1642,1,129,3,5,KGID0001642,Abdul Patil,1972-04-05,1,2.0,0,1994-06-01
1643,1,129,3,9,KGID0001643,Naveen Murthy,1995-03-01,1,1.0,0,2021-06-01
1644,1,129,3,1,KGID0001644,Anthony Kulkarni,1994-09-26,1,3.0,0,2017-06-01
1645,1,129,1,8,KGID0001645,Imran Poojari,1981-08-01,1,1.0,0,2004-06-01
1646,1,129,1,5,KGID0001646,Nagaraj Poojari,1970-07-11,1,1.0,0,1998-06-01
1647,1,129,2,7,KGID0001647,Manjunath Rao,1981-09-15,1,3.0,0,2009-06-01
1648,1,129,6,3,KGID0001648,Mohammed Sheikh,1988-11-04,1,2.0,0,2010-06-01
1649,1,129,1,6,KGID0001649,Mohammed Pai,1998-11-07,1,1.0,0,2021-06-01
1650,1,129,1,5,KGID0001650,Harish Achari,1992-03-15,1,2.0,0,2020-06-01
1651,1,129,1,9,KGID0001651,Dinesh Naik,1993-08-14,1,,0,2019-06-01
1652,1,129,1,4,KGID0001652,Imran Rao,1995-04-08,1,4.0,0,2019-06-01
1653,1,129,1,2,KGID0001653,Nagaraj Murthy,1969-08-17,1,6.0,0,1993-06-01
1654,1,130,1,2,KGID0001654,Anthony Hegde,1970-02-27,1,8.0,0,1993-06-01
1655,1,130,1,9,KGID0001655,Harish Poojari,1972-07-13,1,7.0,0,1993-06-01
1656,1,130,2,7,KGID0001656,Praveen Naik,1996-07-22,1,3.0,0,2017-06-01
1657,1,130,4,5,KGID0001657,Shivakumar Sheikh,1976-10-04,1,4.0,0,2002-06-01
1658,1,130,2,6,KGID0001658,Naveen Nayaka,1981-10-17,1,7.0,0,2003-06-01
1659,1,130,4,9,KGID0001659,Srinivas Pai,1971-01-19,1,8.0,0,1997-06-01
1660,1,130,2,9,KGID0001660,Imran Swamy,1998-08-16,1,,0,2022-06-01
1661,1,130,3,5,KGID0001661,Prakash Murthy,1971-02-16,1,7.0,0,1993-06-01
1662,1,130,1,2,KGID0001662,Mahesh Sheikh,1973-07-13,1,7.0,1,1996-06-01
1663,1,130,5,6,KGID0001663,Ramesh Banakar,1977-01-03,1,4.0,0,2005-06-01
1664,1,130,7,7,KGID0001664,Wilson Hegde,1997-02-12,1,4.0,0,2023-06-01
1665,1,130,1,5,KGID0001665,Anil Kumar,1997-02-06,1,2.0,0,2019-06-01
1666,1,130,3,2,KGID0001666,Ramesh Reddy,1983-03-19,1,8.0,0,2011-06-01
1667,1,130,1,9,KGID0001667,Anil Angadi,2000-01-10,1,5.0,0,2023-06-01
1668,1,130,1,5,KGID0001668,Kiran Kulkarni,1987-05-11,1,8.0,0,2011-06-01
1669,1,130,1,1,KGID0001669,Wilson Poojari,1968-07-14,1,1.0,0,1992-06-01
1670,1,130,4,2,KGID0001670,Ramesh Hegde,1969-07-08,1,,0,1991-06-01
1671,1,130,2,8,KGID0001671,Santosh Swamy,1980-11-11,1,7.0,0,2001-06-01
1672,1,130,2,9,KGID0001672,Prakash Sheikh,1996-05-14,1,7.0,0,2022-06-01
1673,1,130,7,10,KGID0001673,Anthony Hegde,1988-04-04,1,4.0,0,2009-06-01
1674,1,130,3,3,KGID0001674,Harish Biradar,1971-02-18,1,,0,1998-06-01
1675,1,130,1,2,KGID0001675,Srinivas Banakar,2000-08-15,1,1.0,0,2023-06-01
1676,1,130,2,9,KGID0001676,Anthony Poojari,1970-06-26,1,,0,1994-06-01
1677,1,130,1,2,KGID0001677,Basavaraj Kumar,1983-04-04,1,4.0,0,2008-06-01
1678,1,130,4,5,KGID0001678,Chetan D'Souza,1976-09-22,1,1.0,0,1998-06-01
1679,1,131,6,3,KGID0001679,Naveen Naik,1986-08-20,1,6.0,0,2014-06-01
1680,1,131,2,8,KGID0001680,Umesh Angadi,1980-01-20,1,6.0,0,2001-06-01
1681,1,131,1,4,KGID0001681,Manjunath Bhat,1995-08-03,1,8.0,0,2021-06-01
1682,1,131,2,7,KGID0001682,Suresh Gowda,1974-04-08,1,8.0,0,1998-06-01
1683,1,131,1,8,KGID0001683,Abdul Fernandes,1971-07-05,1,1.0,0,1993-06-01
1684,1,131,1,4,KGID0001684,Ramesh Swamy,1993-12-15,1,8.0,0,2019-06-01
1685,1,131,1,4,KGID0001685,Dinesh Banakar,1989-03-02,1,,0,2014-06-01
1686,1,131,4,6,KGID0001686,Harish Naik,1999-11-06,1,4.0,0,2020-06-01
1687,1,131,1,3,KGID0001687,Geetha D'Souza,1996-01-05,2,1.0,0,2023-06-01
1688,1,131,1,10,KGID0001688,Basavaraj Rao,1995-12-01,1,2.0,0,2021-06-01
1689,1,131,3,10,KGID0001689,Mahesh Khan,1984-02-16,1,1.0,0,2012-06-01
1690,1,131,1,6,KGID0001690,Imran Poojari,1997-01-16,1,5.0,0,2024-06-01
1691,1,131,1,4,KGID0001691,Vijay Murthy,1996-11-05,1,5.0,1,2020-06-01
1692,1,131,2,10,KGID0001692,Shivakumar Kumar,1985-01-03,1,,0,2007-06-01
1693,1,131,5,9,KGID0001693,Raghavendra Patil,1980-08-15,1,,0,2004-06-01
1694,1,131,4,10,KGID0001694,Mahesh Angadi,1980-04-13,1,3.0,0,2003-06-01
1695,1,132,3,7,KGID0001695,Naveen D'Souza,1985-01-27,1,1.0,0,2013-06-01
1696,1,132,5,1,KGID0001696,Nagaraj Nayaka,1995-05-20,1,6.0,0,2019-06-01
1697,1,132,6,6,KGID0001697,Srinivas Nayaka,1969-05-10,1,2.0,0,1990-06-01
1698,1,132,1,9,KGID0001698,Harish Hegde,1982-09-18,1,4.0,0,2005-06-01
1699,1,132,1,9,KGID0001699,Harish Murthy,1995-12-23,1,3.0,0,2019-06-01
1700,1,132,1,8,KGID0001700,Umesh Reddy,1968-04-06,1,6.0,0,1990-06-01
1701,1,132,1,3,KGID0001701,Kiran Patil,1986-11-27,1,7.0,0,2009-06-01
1702,1,132,5,9,KGID0001702,Umesh Kumar,1991-03-03,1,5.0,0,2012-06-01
1703,1,132,1,3,KGID0001703,Suresh Hegde,1982-10-03,1,3.0,0,2004-06-01
1704,1,132,3,1,KGID0001704,Imran Biradar,1981-02-21,1,3.0,0,2004-06-01
1705,1,132,1,4,KGID0001705,Syed Achari,1988-11-19,1,7.0,0,2011-06-01
1706,1,132,8,3,KGID0001706,Imran Murthy,1981-05-23,1,2.0,0,2009-06-01
1707,1,132,4,7,KGID0001707,Wilson Naik,1989-01-01,1,6.0,0,2013-06-01
1708,1,132,1,10,KGID0001708,Praveen Desai,1978-09-16,1,3.0,0,1999-06-01
1709,1,132,1,9,KGID0001709,Vijay Hegde,1993-04-27,1,2.0,0,2021-06-01
1710,1,132,3,10,KGID0001710,Lokesh Angadi,1990-05-14,1,5.0,0,2018-06-01
1711,1,132,2,1,KGID0001711,Anil Nayaka,1999-05-12,1,3.0,0,2020-06-01
1712,1,132,1,6,KGID0001712,Suresh Rao,1980-10-10,1,3.0,0,2006-06-01
1713,1,132,3,4,KGID0001713,Syed Angadi,1989-12-17,1,,0,2010-06-01
1714,1,132,1,5,KGID0001714,Manjunath Nayaka,1976-08-22,1,7.0,0,2000-06-01
1715,1,132,1,10,KGID0001715,Anil Swamy,2000-02-05,1,3.0,0,2028-06-01
1716,1,132,4,6,KGID0001716,Mahesh Nayaka,1977-06-26,1,1.0,0,2001-06-01
1717,1,132,1,10,KGID0001717,Kiran Biradar,1979-05-13,1,3.0,0,2004-06-01
1718,1,132,2,1,KGID0001718,Irfan Banakar,1972-06-16,1,2.0,0,1996-06-01
1719,1,132,1,6,KGID0001719,Abdul Swamy,1968-10-24,1,3.0,0,1993-06-01
1720,1,132,1,7,KGID0001720,Anitha Bhat,1998-06-12,2,3.0,0,2021-06-01
1721,1,133,1,8,KGID0001721,Srinivas Pai,1982-06-26,1,1.0,0,2008-06-01
1722,1,133,1,7,KGID0001722,Naveen Swamy,2000-01-15,1,6.0,0,2025-06-01
1723,1,133,3,8,KGID0001723,Chetan Nayaka,1971-07-16,1,1.0,0,1999-06-01
1724,1,133,4,6,KGID0001724,Ramesh Kumar,1981-10-20,1,,0,2003-06-01
1725,1,133,1,10,KGID0001725,Wilson Rao,1989-08-05,1,2.0,0,2015-06-01
1726,1,133,4,3,KGID0001726,Praveen Bhat,1986-11-06,1,2.0,0,2007-06-01
1727,1,133,2,7,KGID0001727,Raghavendra Fernandes,1972-04-23,1,6.0,0,1998-06-01
1728,1,133,4,9,KGID0001728,Praveen Gowda,1999-02-21,1,2.0,0,2025-06-01
1729,1,133,1,3,KGID0001729,Irfan Kumar,1997-11-14,1,4.0,0,2019-06-01
1730,1,134,4,8,KGID0001730,Manjunath Desai,1987-02-08,1,6.0,0,2013-06-01
1731,1,134,5,1,KGID0001731,Kavitha Fernandes,1986-11-25,2,8.0,0,2012-06-01
1732,1,134,3,4,KGID0001732,Syed Rao,1974-05-17,1,2.0,0,1999-06-01
1733,1,134,5,3,KGID0001733,Abdul Sheikh,1969-04-17,1,5.0,0,1994-06-01
1734,1,134,1,10,KGID0001734,Ramesh Patil,1998-01-18,1,,0,2026-06-01
1735,1,134,4,10,KGID0001735,Anthony Naik,1991-05-08,1,6.0,0,2018-06-01
1736,1,134,1,5,KGID0001736,Anil Banakar,1993-11-27,1,6.0,0,2019-06-01
1737,1,134,1,6,KGID0001737,Irfan Sheikh,1981-05-02,1,4.0,0,2008-06-01
1738,1,134,3,4,KGID0001738,Wilson Pai,1986-07-26,1,7.0,0,2010-06-01
1739,1,134,1,5,KGID0001739,Dinesh Fernandes,1995-05-14,1,6.0,0,2020-06-01
1740,1,134,2,6,KGID0001740,Kavitha Naik,1990-09-03,2,,0,2016-06-01
1741,1,134,1,7,KGID0001741,Harish Hegde,1994-06-14,1,3.0,0,2017-06-01
1742,1,134,1,4,KGID0001742,Joseph Patil,1997-07-27,1,2.0,0,2018-06-01
1743,1,134,1,3,KGID0001743,Nagaraj Banakar,1973-07-27,1,,0,1999-06-01
1744,1,134,2,7,KGID0001744,Irfan Biradar,1971-08-19,1,6.0,0,1992-06-01
1745,1,134,1,10,KGID0001745,Selvi Biradar,1974-05-22,2,4.0,0,1995-06-01
1746,1,134,5,7,KGID0001746,Praveen Sheikh,1995-01-07,1,,0,2023-06-01
1747,1,134,1,6,KGID0001747,Prakash D'Souza,1993-08-23,1,6.0,0,2019-06-01
1748,1,134,2,2,KGID0001748,Shivakumar Angadi,1993-03-16,1,5.0,0,2020-06-01
1749,1,134,2,6,KGID0001749,Imran Hegde,1979-05-13,1,6.0,0,2004-06-01
1750,1,135,4,2,KGID0001750,Irfan Naik,1986-02-09,1,7.0,0,2008-06-01
1751,1,135,1,1,KGID0001751,Basavaraj Angadi,1990-06-27,1,,0,2017-06-01
1752,1,135,1,7,KGID0001752,Anthony Banakar,1973-06-13,1,3.0,0,1999-06-01
1753,1,135,4,3,KGID0001753,Vijay Rao,1987-05-18,1,8.0,0,2013-06-01
1754,1,135,1,6,KGID0001754,Praveen Patil,1968-08-13,1,3.0,0,1993-06-01
1755,1,135,1,8,KGID0001755,Shivakumar Kumar,1972-11-09,1,1.0,0,2000-06-01
1756,1,135,1,9,KGID0001756,Santosh Desai,1976-03-09,1,8.0,0,1997-06-01
1757,1,135,8,7,KGID0001757,Lokesh Kulkarni,1971-04-10,1,4.0,0,1993-06-01
1758,1,135,2,7,KGID0001758,Vijay Shetty,1970-04-10,1,8.0,0,1996-06-01
1759,1,135,6,8,KGID0001759,Anil Angadi,1993-11-10,1,7.0,0,2019-06-01
