VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
4072,3600,Naveen Nayaka,44.0,1,0
4073,3600,Anil Poojari,,1,0
4074,3601,Selvi Achari,27.0,2,0
4075,3602,Imran Murthy,22.0,1,0
4076,3602,Mahesh Kulkarni,63.0,1,0
4077,3603,Geetha Shetty,12.0,2,0
4078,3603,Mahesh Angadi,25.0,1,0
4079,3604,Basavaraj Bhat,,1,0
4080,3605,Deepa Shetty,26.0,2,0
4081,3607,Asha Hegde,11.0,2,0
4082,3608,Fathima Poojari,28.0,2,0
4083,3609,Anthony Kulkarni,49.0,1,0
4084,3610,Prakash Biradar,,1,0
4085,3611,Pushpa Hegde,56.0,2,0
4086,3612,Manjula Shetty,53.0,2,0
4087,3612,Sunitha Pai,29.0,2,0
4088,3612,Joseph Banakar,48.0,1,0
4089,3613,Naveen Fernandes,,1,0
4090,3614,Suresh Biradar,,1,0
4091,3616,Deepa Fernandes,41.0,2,0
4092,3617,Lakshmi D'Souza,18.0,2,0
4093,3617,Geetha Naik,62.0,2,0
4094,3618,Shivakumar Sheikh,47.0,1,0
4095,3619,Venkatesh Patil,42.0,1,0
4096,3619,Anthony Achari,12.0,1,0
4097,3620,Anitha Reddy,18.0,2,0
4098,3621,Sunitha Gowda,,2,0
4099,3623,Mohammed Biradar,30.0,1,0
4100,3624,Pallavi Achari,32.0,2,0
4101,3624,Srinivas Shetty,28.0,1,0
4102,3625,Shivakumar Poojari,34.0,1,0
4103,3625,Wilson Fernandes,25.0,1,0
4104,3626,Pallavi Khan,15.0,2,0
4105,3627,Ramesh Reddy,40.0,1,0
4106,3628,Santosh Angadi,26.0,1,0
4107,3628,Raghavendra Naik,29.0,1,0
4108,3629,Umesh Patil,35.0,1,0
4109,3629,Venkatesh Angadi,47.0,1,0
4110,3630,Mohammed Shetty,35.0,1,0
4111,3631,Suma Murthy,5.0,2,0
4112,3632,Kavitha Patil,38.0,2,0
4113,3632,Suresh Khan,21.0,1,0
4114,3633,Hanumantha Shetty,24.0,1,0
4115,3636,Vijay Swamy,39.0,1,0
4116,3637,Praveen Rao,38.0,1,0
4117,3638,Rekha Patil,30.0,2,0
4118,3639,Vijay Shetty,22.0,1,0
4119,3639,Mohammed Biradar,48.0,1,0
4120,3640,Unknown,,2,0
4121,3641,Harish Khan,27.0,1,0
4122,3642,Hanumantha Kulkarni,46.0,1,0
4123,3643,Anthony Hegde,34.0,1,0
4124,3644,Chetan Poojari,18.0,1,0
4125,3645,Unknown,45.0,1,0
4126,3646,Joseph Bhat,31.0,1,0
4127,3647,Unknown,36.0,1,0
4128,3648,Girish D'Souza,22.0,1,0
4129,3649,Harish Poojari,28.0,1,0
4130,3650,Lokesh Kulkarni,36.0,1,0
4131,3651,Nagaraj Gowda,42.0,1,0
4132,3651,Bhagya Banakar,35.0,2,0
4133,3652,Joseph Murthy,27.0,1,0
4134,3653,Fathima Kulkarni,41.0,2,0
4135,3654,Syed Nayaka,35.0,1,0
4136,3654,Divya Fernandes,44.0,2,0
4137,3655,Harish Naik,14.0,1,0
4138,3655,Nagamma Bhat,40.0,2,0
4139,3656,Pallavi Shetty,,2,0
4140,3656,Praveen Patil,16.0,1,0
4141,3657,Nagaraj Hegde,9.0,1,0
4142,3657,Hanumantha Patil,17.0,1,0
4143,3658,Anil Bhat,26.0,1,0
4144,3659,Vijay Kumar,34.0,1,0
4145,3660,Mary Gowda,41.0,2,0
4146,3662,Suma Rao,46.0,2,0
4147,3663,Shobha Murthy,42.0,2,0
4148,3663,Prakash Nayaka,24.0,1,0
4149,3664,Hanumantha Biradar,9.0,1,0
4150,3665,Manjunath Shetty,30.0,1,0
4151,3666,Chetan Hegde,38.0,1,0
4152,3667,Basavaraj Shetty,43.0,1,0
4153,3668,Syed Rao,34.0,1,0
4154,3669,Mary Reddy,,2,0
4155,3670,Umesh Naik,29.0,1,0
4156,3670,Wilson Khan,42.0,1,0
4157,3673,Savitha Biradar,31.0,2,0
4158,3673,Fathima Bhat,37.0,2,0
4159,3674,Srinivas Kulkarni,18.0,1,0
4160,3675,Anil Biradar,23.0,1,0
4161,3676,Selvi Sheikh,61.0,2,0
4162,3676,Dinesh D'Souza,33.0,1,0
4163,3677,Unknown,26.0,2,0
4164,3678,Unknown,18.0,2,0
4165,3679,Bhagya Fernandes,33.0,2,0
4166,3681,Mahesh Bhat,30.0,1,0
4167,3681,Manjunath Rao,5.0,1,0
4168,3682,Santosh Reddy,39.0,1,0
4169,3682,Shobha Hegde,46.0,2,0
4170,3683,Santosh Patil,32.0,1,0
4171,3684,Basavaraj Pai,42.0,1,0
4172,3684,Naveen Pai,52.0,1,0
4173,3685,Santosh Reddy,38.0,1,0
4174,3686,Umesh Poojari,50.0,1,0
4175,3687,Srinivas Murthy,36.0,1,0
4176,3687,Ayesha Biradar,34.0,2,0
4177,3688,Suma Hegde,26.0,2,0
4178,3689,Geetha Reddy,27.0,2,0
4179,3690,Mary Biradar,40.0,2,0
4180,3691,Nagamma Reddy,26.0,2,0
4181,3691,Raghavendra Poojari,,1,0
4182,3692,Basavaraj Angadi,,1,0
4183,3692,Joseph Reddy,44.0,1,0
4184,3693,Mary Desai,31.0,2,0
4185,3694,Mahesh D'Souza,14.0,1,0
4186,3694,Manjula Kulkarni,24.0,2,0
4187,3695,Srinivas Swamy,7.0,1,0
4188,3696,Dinesh D'Souza,29.0,1,0
4189,3697,Rekha Fernandes,18.0,2,0
4190,3697,Manjula Kumar,39.0,2,0
4191,3698,Naveen Bhat,24.0,1,0
4192,3698,Kiran Kulkarni,31.0,1,0
4193,3699,Unknown,73.0,2,0
4194,3700,Pallavi Pai,60.0,2,0
4195,3701,Dinesh Hegde,18.0,1,0
4196,3702,Lokesh Murthy,28.0,1,0
4197,3703,Umesh Nayaka,44.0,1,0
4198,3704,Kiran Banakar,,1,0
4199,3705,Irfan Gowda,25.0,1,0
4200,3706,Wilson Naik,17.0,1,0
4201,3707,Santosh Murthy,39.0,1,0
4202,3708,Ramesh Bhat,28.0,1,0
4203,3709,Deepa Desai,40.0,2,0
4204,3710,Unknown,,1,0
4205,3712,Abdul Shetty,,1,0
4206,3713,Irfan Pai,38.0,1,0
4207,3713,Selvi Bhat,32.0,2,0
4208,3714,Manjula Bhat,46.0,2,0
4209,3715,Vijay Rao,15.0,1,0
4210,3716,Shivakumar Nayaka,28.0,1,0
4211,3717,Mahesh Bhat,28.0,1,0
4212,3718,Unknown,62.0,2,0
4213,3719,Unknown,37.0,2,0
4214,3720,Dinesh D'Souza,43.0,1,0
4215,3721,Pushpa Reddy,39.0,2,0
4216,3722,Geetha Kulkarni,,2,0
4217,3722,Mary D'Souza,46.0,2,0
4218,3723,Anthony Gowda,14.0,1,0
4219,3723,Anil Murthy,,1,0
4220,3724,Bhagya Patil,45.0,2,0
4221,3725,Syed Angadi,34.0,1,0
4222,3726,Nagamma Nayaka,5.0,2,0
4223,3726,Abdul Patil,41.0,1,0
4224,3727,Srinivas Pai,38.0,1,0
4225,3728,Basavaraj Swamy,17.0,1,0
4226,3729,Unknown,,1,0
4227,3730,Anitha Naik,22.0,2,0
4228,3732,Lakshmi Patil,39.0,2,0
4229,3733,Radha Fernandes,53.0,2,0
4230,3734,Anil Poojari,5.0,1,0
4231,3734,Imran D'Souza,,1,0
4232,3735,Hanumantha Achari,32.0,1,0
4233,3736,Joseph Pai,29.0,1,0
4234,3737,Naveen Reddy,36.0,1,0
4235,3738,Unknown,46.0,1,0
4236,3740,Geetha Sheikh,30.0,2,0
4237,3740,Mohammed Hegde,40.0,1,0
4238,3741,Radha D'Souza,37.0,2,0
4239,3742,Prakash Hegde,39.0,1,0
4240,3744,Nagamma Achari,27.0,2,0
4241,3745,Harish Poojari,23.0,1,0
4242,3746,Srinivas Reddy,5.0,1,0
4243,3747,Suresh Shetty,37.0,1,0
4244,3747,Rekha Rao,33.0,2,0
4245,3749,Shobha Kulkarni,5.0,2,0
4246,3750,Praveen Achari,,1,0
4247,3750,Shivakumar Naik,45.0,1,0
4248,3751,Anthony Poojari,13.0,1,0
4249,3752,Pallavi Swamy,38.0,2,0
4250,3753,Umesh Patil,46.0,1,0
4251,3754,Venkatesh Shetty,27.0,1,0
4252,3755,Nagamma Reddy,47.0,2,0
4253,3756,Mary Murthy,19.0,2,0
4254,3758,Kiran Rao,28.0,1,0
4255,3759,Anthony Swamy,42.0,1,0
4256,3759,Nagamma Kumar,31.0,2,0
4257,3760,Unknown,24.0,1,0
4258,3761,Vijay Bhat,45.0,1,0
4259,3761,Umesh Kumar,29.0,1,0
4260,3762,Wilson Shetty,41.0,1,0
4261,3763,Chetan Rao,13.0,1,0
4262,3764,Mary Gowda,16.0,2,0
4263,3765,Joseph Kumar,8.0,1,0
4264,3766,Santosh Swamy,40.0,1,0
4265,3767,Joseph Sheikh,31.0,1,0
4266,3768,Ramesh Banakar,52.0,1,0
4267,3768,Wilson Gowda,18.0,1,0
4268,3769,Asha Khan,48.0,2,0
4269,3769,Raghavendra Murthy,7.0,1,0
4270,3770,Anil Swamy,19.0,1,0
4271,3771,Suresh Sheikh,,1,0
4272,3771,Pushpa Pai,46.0,2,0
4273,3772,Shobha Swamy,39.0,2,0
4274,3773,Sunitha Biradar,31.0,2,0
4275,3774,Divya Rao,36.0,2,0
4276,3774,Irfan Shetty,27.0,1,0
4277,3775,Pushpa Khan,41.0,2,0
4278,3775,Girish Achari,35.0,1,0
4279,3776,Pallavi Patil,24.0,2,0
4280,3777,Manjunath Shetty,50.0,1,0
4281,3778,Asha Pai,24.0,2,0
4282,3779,Lokesh D'Souza,27.0,1,0
4283,3780,Lokesh Desai,40.0,1,0
4284,3781,Syed Fernandes,24.0,1,0
4285,3781,Geetha Gowda,,2,0
4286,3782,Divya Kulkarni,25.0,2,0
4287,3784,Mohammed Patil,,1,0
4288,3785,Anthony Patil,10.0,1,0
4289,3786,Rekha Rao,13.0,2,0
4290,3787,Unknown,,2,0
4291,3788,Dinesh Angadi,45.0,1,1
4292,3788,Fathima Desai,26.0,2,0
4293,3790,Hanumantha Bhat,17.0,1,0
4294,3791,Lokesh Murthy,23.0,1,0
4295,3791,Nagamma Shetty,43.0,2,0
4296,3792,Ayesha Fernandes,28.0,2,0
4297,3793,Hanumantha Angadi,37.0,1,0
4298,3794,Selvi Murthy,39.0,2,0
4299,3795,Santosh Achari,39.0,1,0
4300,3796,Nagaraj Desai,53.0,1,0
4301,3797,Bhagya Sheikh,35.0,2,0
4302,3798,Mahesh Poojari,,1,0
4303,3799,Manjula Hegde,28.0,2,0
4304,3800,Nagamma Naik,46.0,2,0
4305,3801,Shivakumar Fernandes,39.0,1,0
4306,3802,Lokesh Poojari,25.0,1,0
4307,3803,Ayesha D'Souza,47.0,2,0
4308,3804,Selvi Desai,16.0,2,0
4309,3804,Bhagya Fernandes,,2,0
4310,3805,Basavaraj Fernandes,,1,0
4311,3805,Shobha Kulkarni,44.0,2,0
4312,3806,Selvi Swamy,17.0,2,0
4313,3806,Bhagya Hegde,35.0,2,0
4314,3807,Radha Desai,23.0,2,0
4315,3807,Santosh Khan,28.0,1,0
4316,3808,Wilson Pai,25.0,1,0
4317,3810,Chetan Nayaka,22.0,1,0
4318,3811,Basavaraj Biradar,,1,0
4319,3811,Divya D'Souza,23.0,2,0
4320,3812,Mahesh Desai,64.0,1,0
4321,3813,Unknown,30.0,2,0
4322,3814,Hanumantha D'Souza,34.0,1,0
4323,3815,Suma Angadi,40.0,2,0
4324,3815,Ayesha Kumar,27.0,2,0
4325,3816,Santosh Achari,26.0,1,0
4326,3816,Anthony Banakar,34.0,1,0
4327,3817,Santosh Khan,42.0,1,0
4328,3817,Manjula Kulkarni,31.0,2,0
4329,3818,Anthony Shetty,18.0,1,0
4330,3819,Nagaraj Shetty,34.0,1,0
4331,3820,Shobha Shetty,44.0,2,0
4332,3821,Wilson Banakar,21.0,1,0
4333,3822,Harish Hegde,,1,0
4334,3823,Nagaraj Desai,,1,0
4335,3824,Anil Kumar,41.0,1,0
4336,3825,Unknown,43.0,2,0
4337,3826,Ramesh Patil,39.0,1,0
4338,3826,Savitha Bhat,32.0,2,0
4339,3827,Mary Desai,14.0,2,0
4340,3828,Anitha Poojari,19.0,2,0
4341,3829,Kavitha Shetty,21.0,2,0
4342,3830,Unknown,,1,0
4343,3831,Srinivas Murthy,52.0,1,0
4344,3832,Savitha Shetty,52.0,2,0
4345,3834,Ayesha Banakar,27.0,2,0
4346,3835,Selvi Kulkarni,27.0,2,0
4347,3836,Venkatesh Naik,46.0,1,0
4348,3837,Fathima Murthy,,2,0
4349,3839,Ramesh Nayaka,41.0,1,0
4350,3839,Asha Gowda,10.0,2,0
4351,3840,Asha Naik,44.0,2,0
4352,3841,Abdul Reddy,55.0,1,0
4353,3841,Rekha Khan,15.0,2,0
4354,3842,Ramesh Desai,,1,0
4355,3842,Kiran Desai,16.0,1,0
4356,3842,Raghavendra Reddy,64.0,1,0
4357,3842,Kavitha Achari,14.0,2,0
4358,3843,Mahesh D'Souza,37.0,1,0
4359,3844,Shobha Hegde,,2,0
4360,3845,Naveen Kulkarni,45.0,1,0
4361,3846,Unknown,,2,0
4362,3847,Mohammed Banakar,16.0,1,0
4363,3847,Umesh Banakar,,1,0
4364,3847,Venkatesh Naik,,1,0
4365,3848,Selvi Nayaka,28.0,2,0
4366,3849,Girish Hegde,29.0,1,0
4367,3850,Kiran Biradar,28.0,1,0
4368,3851,Divya Biradar,18.0,2,0
4369,3852,Lokesh Desai,37.0,1,1
4370,3853,Hanumantha Hegde,31.0,1,0
4371,3854,Chetan Pai,38.0,1,0
4372,3855,Geetha Achari,34.0,2,0
4373,3856,Dinesh Kulkarni,43.0,1,0
4374,3857,Savitha Naik,23.0,2,0
4375,3858,Sunitha Patil,29.0,2,0
4376,3859,Unknown,60.0,1,0
4377,3860,Wilson Shetty,45.0,1,0
4378,3861,Manjula Bhat,15.0,2,0
4379,3862,Mahesh Nayaka,36.0,1,0
4380,3863,Selvi Reddy,18.0,2,0
4381,3865,Unknown,18.0,1,0
4382,3866,Ramesh Rao,39.0,1,0
4383,3867,Anitha Reddy,15.0,2,0
4384,3868,Chetan Swamy,38.0,1,0
4385,3869,Imran Poojari,26.0,1,0
4386,3869,Divya Shetty,,2,0
4387,3870,Pushpa Angadi,23.0,2,0
4388,3871,Imran Murthy,,1,0
4389,3871,Basavaraj Swamy,27.0,1,0
4390,3872,Syed Sheikh,33.0,1,0
4391,3873,Kiran Rao,,1,0
4392,3873,Ramesh Bhat,,1,0
4393,3874,Naveen Naik,14.0,1,0
4394,3875,Vijay Banakar,52.0,1,0
4395,3875,Nagaraj Khan,72.0,1,0
4396,3876,Girish Patil,10.0,1,0
4397,3877,Mahesh Gowda,55.0,1,0
4398,3878,Anil Naik,24.0,1,0
4399,3878,Praveen Kumar,34.0,1,0
4400,3879,Praveen Achari,22.0,1,0
4401,3880,Kiran Achari,,1,0
4402,3880,Anil Pai,30.0,1,0
4403,3883,Wilson Swamy,21.0,1,0
4404,3883,Ayesha Patil,14.0,2,0
4405,3884,Anitha Swamy,36.0,2,0
4406,3885,Santosh Achari,47.0,1,1
4407,3886,Unknown,,1,0
4408,3887,Unknown,19.0,2,0
4409,3888,Manjunath Murthy,36.0,1,0
4410,3889,Lakshmi Kumar,5.0,2,0
4411,3890,Prakash Naik,4.0,1,0
4412,3891,Basavaraj Khan,16.0,1,0
4413,3892,Nagamma Nayaka,46.0,2,0
4414,3892,Joseph Biradar,25.0,1,1
4415,3893,Praveen Banakar,28.0,1,0
4416,3893,Mohammed Kulkarni,48.0,1,0
4417,3894,Rekha Pai,25.0,2,0
4418,3895,Asha Naik,46.0,2,0
4419,3896,Selvi Rao,23.0,2,0
4420,3896,Venkatesh Rao,,1,0
4421,3896,Abdul Nayaka,51.0,1,0
4422,3898,Deepa Biradar,24.0,2,0
4423,3898,Pushpa Nayaka,,2,0
4424,3899,Bhagya Patil,19.0,2,0
4425,3900,Anthony Poojari,,1,0
4426,3901,Nagaraj Rao,33.0,1,0
4427,3902,Chetan Kumar,34.0,1,0
4428,3902,Raghavendra Gowda,31.0,1,0
4429,3903,Mahesh Swamy,34.0,1,0
4430,3904,Ayesha Swamy,20.0,2,0
4431,3904,Radha Sheikh,40.0,2,0
4432,3905,Savitha Gowda,38.0,2,0
4433,3905,Shobha Swamy,29.0,2,0
4434,3906,Harish Shetty,36.0,1,0
4435,3906,Wilson Pai,39.0,1,0
4436,3906,Sunitha Fernandes,,2,0
4437,3907,Mahesh Angadi,21.0,1,0
4438,3908,Pushpa Bhat,,2,0
4439,3909,Harish Poojari,27.0,1,0
4440,3910,Abdul Nayaka,,1,0
4441,3911,Girish Achari,29.0,1,0
4442,3911,Vijay Pai,30.0,1,0
4443,3912,Naveen Reddy,26.0,1,0
4444,3913,Manjula Biradar,41.0,2,0
4445,3913,Syed Achari,33.0,1,0
4446,3914,Abdul Pai,11.0,1,0
4447,3914,Selvi Fernandes,38.0,2,0
4448,3915,Praveen Rao,21.0,1,0
4449,3916,Prakash Khan,34.0,1,0
4450,3916,Imran Murthy,,1,0
4451,3917,Joseph Pai,19.0,1,0
4452,3917,Syed Biradar,5.0,1,0
4453,3918,Vijay Poojari,35.0,1,0
4454,3919,Joseph Murthy,8.0,1,0
4455,3920,Nagaraj Rao,35.0,1,0
4456,3921,Unknown,50.0,1,0
4457,3922,Abdul Bhat,15.0,1,0
4458,3923,Unknown,33.0,1,0
4459,3924,Radha Angadi,39.0,2,0
4460,3925,Savitha Khan,11.0,2,0
4461,3925,Abdul Khan,10.0,1,0
4462,3926,Anitha Khan,43.0,2,0
4463,3927,Joseph Achari,21.0,1,0
4464,3928,Anthony D'Souza,39.0,1,0
4465,3928,Manjula Poojari,29.0,2,0
4466,3929,Manjunath Banakar,,1,0
4467,3930,Shobha Gowda,41.0,2,0
4468,3931,Wilson Sheikh,20.0,1,0
4469,3933,Joseph Swamy,39.0,1,0
4470,3934,Manjunath Patil,27.0,1,0
4471,3935,Venkatesh Kulkarni,,1,0
4472,3936,Fathima Murthy,29.0,2,0
4473,3937,Asha Biradar,23.0,2,0
4474,3938,Mary Banakar,15.0,2,0
4475,3939,Umesh Patil,17.0,1,0
4476,3940,Prakash Shetty,27.0,1,0
4477,3941,Unknown,,1,0
4478,3943,Santosh Bhat,31.0,1,0
4479,3943,Imran Kulkarni,45.0,1,0
4480,3944,Pushpa Patil,34.0,2,0
4481,3945,Nagamma Murthy,31.0,2,0
4482,3945,Dinesh Kulkarni,5.0,1,0
4483,3946,Santosh Nayaka,,1,0
4484,3948,Suresh Desai,,1,0
4485,3948,Mary Patil,36.0,2,0
4486,3949,Kiran Nayaka,,1,0
4487,3949,Lokesh Khan,43.0,1,0
4488,3950,Kiran Hegde,54.0,1,0
4489,3951,Girish Pai,12.0,1,0
4490,3952,Geetha Gowda,17.0,2,0
4491,3952,Hanumantha Naik,25.0,1,0
4492,3953,Lokesh Pai,24.0,1,0
4493,3954,Abdul Kumar,45.0,1,0
4494,3955,Unknown,,2,0
4495,3956,Anthony Angadi,31.0,1,0
4496,3956,Radha Murthy,36.0,2,0
4497,3959,Divya Nayaka,16.0,2,0
4498,3959,Wilson Khan,24.0,1,0
4499,3960,Kavitha Desai,38.0,2,0
4500,3960,Syed Banakar,34.0,1,0
4501,3961,Ramesh Swamy,47.0,1,0
4502,3962,Santosh Fernandes,41.0,1,0
4503,3963,Umesh Reddy,33.0,1,0
4504,3965,Unknown,51.0,2,0
4505,3966,Vijay Swamy,51.0,1,0
4506,3968,Geetha Bhat,42.0,2,0
4507,3968,Anthony Bhat,,1,0
4508,3969,Praveen Angadi,,1,0
4509,3970,Praveen Khan,51.0,1,0
4510,3971,Imran Patil,31.0,1,0
4511,3972,Ramesh Reddy,,1,0
4512,3972,Raghavendra Bhat,15.0,1,0
4513,3973,Geetha Murthy,21.0,2,0
4514,3974,Praveen Khan,,1,0
4515,3975,Anthony Angadi,48.0,1,0
4516,3976,Bhagya Poojari,42.0,2,0
4517,3977,Irfan Angadi,41.0,1,0
4518,3977,Harish Poojari,17.0,1,0
4519,3978,Deepa Kumar,16.0,2,0
4520,3978,Manjula Biradar,41.0,2,0
4521,3980,Santosh Pai,31.0,1,0
4522,3981,Hanumantha Swamy,28.0,1,0
4523,3983,Shivakumar Kulkarni,32.0,1,0
4524,3984,Nagaraj Reddy,5.0,1,0
4525,3985,Fathima Bhat,41.0,2,0
4526,3986,Nagamma Hegde,28.0,2,0
4527,3986,Asha Murthy,33.0,2,0
4528,3987,Ayesha Pai,45.0,2,0
4529,3988,Mahesh Hegde,41.0,1,0
4530,3989,Ayesha Bhat,46.0,2,0
4531,3990,Deepa Gowda,49.0,2,0
4532,3991,Imran Bhat,45.0,1,0
4533,3991,Lokesh Hegde,40.0,1,0
4534,3992,Unknown,34.0,2,0
4535,3993,Pushpa Nayaka,24.0,2,0
4536,3994,Srinivas Achari,55.0,1,0
4537,3995,Anthony Murthy,58.0,1,0
4538,3996,Pallavi Rao,22.0,2,0
4539,3998,Suresh Fernandes,28.0,1,0
4540,3999,Fathima Swamy,54.0,2,0
4541,4000,Praveen Kumar,44.0,1,0
4542,4001,Lokesh Murthy,35.0,1,0
4543,4001,Basavaraj Gowda,16.0,1,0
4544,4002,Raghavendra Patil,5.0,1,0
4545,4003,Srinivas Sheikh,34.0,1,0
4546,4004,Mary D'Souza,,2,0
4547,4005,Nagaraj Achari,46.0,1,0
4548,4006,Unknown,8.0,1,0
4549,4007,Shobha Banakar,35.0,2,0
4550,4008,Bhagya Desai,,2,0
4551,4009,Wilson Kumar,56.0,1,0
4552,4010,Praveen Angadi,63.0,1,0
4553,4011,Ramesh Khan,39.0,1,1
4554,4012,Sunitha Patil,36.0,2,0
4555,4012,Praveen Banakar,42.0,1,0
4556,4013,Lakshmi Nayaka,38.0,2,0
4557,4014,Shivakumar Rao,34.0,1,0
4558,4015,Praveen Hegde,49.0,1,0
4559,4016,Divya Rao,,2,0
4560,4017,Shobha Reddy,,2,0
4561,4018,Savitha Swamy,55.0,2,0
4562,4019,Anthony Kumar,36.0,1,0
4563,4020,Praveen Rao,4.0,1,0
4564,4021,Dinesh Kumar,35.0,1,0
4565,4022,Bhagya Poojari,22.0,2,0
4566,4023,Hanumantha Rao,13.0,1,0
4567,4023,Ramesh Fernandes,,1,0
4568,4024,Venkatesh Nayaka,27.0,1,0
4569,4025,Sunitha Swamy,31.0,2,0
4570,4026,Geetha Banakar,35.0,2,0
4571,4027,Unknown,21.0,1,0
4572,4028,Praveen Hegde,52.0,1,0
4573,4029,Selvi Desai,36.0,2,0
4574,4031,Raghavendra Gowda,23.0,1,0
4575,4032,Divya Fernandes,30.0,2,0
4576,4034,Santosh Fernandes,5.0,1,0
4577,4034,Suresh Rao,26.0,1,0
4578,4035,Manjunath Reddy,31.0,1,0
4579,4036,Syed Reddy,,1,0
4580,4036,Rekha Biradar,38.0,2,0
4581,4038,Mohammed Pai,44.0,1,0
4582,4039,Girish D'Souza,64.0,1,0
4583,4040,Unknown,,1,0
4584,4041,Unknown,31.0,2,0
4585,4042,Suma Kulkarni,15.0,2,0
4586,4043,Mahesh Murthy,22.0,1,0
4587,4044,Manjula Shetty,14.0,2,0
4588,4045,Unknown,41.0,1,0
4589,4046,Asha Gowda,58.0,2,0
4590,4047,Anitha Sheikh,34.0,2,0
4591,4048,Unknown,,1,1
4592,4049,Chetan Angadi,52.0,1,0
4593,4050,Syed Swamy,42.0,1,0
4594,4051,Wilson Patil,24.0,1,0
4595,4052,Nagaraj Gowda,35.0,1,0
4596,4053,Sunitha Gowda,31.0,2,0
4597,4054,Praveen Murthy,,1,0
4598,4055,Lokesh Sheikh,35.0,1,0
4599,4056,Savitha Rao,37.0,2,0
4600,4057,Abdul Sheikh,14.0,1,0
4601,4058,Srinivas Bhat,29.0,1,0
4602,4058,Lokesh Banakar,37.0,1,0
4603,4059,Pallavi Bhat,45.0,2,0
4604,4060,Sunitha Rao,,2,0
4605,4061,Shivakumar Angadi,23.0,1,0
4606,4062,Anitha Desai,29.0,2,0
4607,4063,Naveen Reddy,5.0,1,0
4608,4064,Lakshmi Fernandes,21.0,2,0
4609,4064,Girish Achari,32.0,1,0
4610,4065,Bhagya Swamy,8.0,2,0
4611,4066,Harish Pai,32.0,1,0
4612,4067,Asha Poojari,8.0,2,0
4613,4068,Harish Pai,49.0,1,0
4614,4069,Umesh Fernandes,,1,0
4615,4070,Bhagya Nayaka,32.0,2,0
4616,4071,Radha Reddy,,2,0
4617,4072,Vijay Banakar,12.0,1,0
4618,4072,Srinivas Achari,33.0,1,0
4619,4074,Pushpa Pai,36.0,2,0
4620,4074,Anil Rao,18.0,1,1
4621,4076,Divya Rao,,2,0
4622,4077,Divya Kumar,16.0,2,0
4623,4077,Praveen Khan,50.0,1,0
4624,4078,Manjula Naik,38.0,2,0
4625,4079,Deepa Desai,40.0,2,0
4626,4080,Pushpa Sheikh,28.0,2,0
4627,4080,Manjunath Poojari,5.0,1,0
4628,4081,Selvi Hegde,,2,0
4629,4082,Santosh D'Souza,38.0,1,0
4630,4083,Vijay Fernandes,35.0,1,0
4631,4083,Basavaraj Poojari,35.0,1,0
4632,4084,Lakshmi Khan,70.0,2,0
4633,4085,Kiran Biradar,6.0,1,0
4634,4086,Sunitha Nayaka,28.0,2,0
4635,4087,Savitha Achari,33.0,2,0
4636,4088,Vijay Desai,29.0,1,0
4637,4088,Manjula Nayaka,37.0,2,0
4638,4089,Anitha Biradar,53.0,2,0
4639,4090,Shobha Banakar,36.0,2,0
4640,4091,Umesh Fernandes,19.0,1,0
4641,4091,Bhagya Achari,56.0,2,0
4642,4092,Irfan Kulkarni,34.0,1,0
4643,4093,Dinesh Banakar,24.0,1,0
4644,4095,Vijay Poojari,5.0,1,0
4645,4095,Raghavendra Kulkarni,23.0,1,0
4646,4096,Pallavi Gowda,33.0,2,0
4647,4097,Chetan Sheikh,20.0,1,0
4648,4097,Selvi Patil,39.0,2,0
4649,4098,Mahesh Poojari,30.0,1,0
4650,4099,Shobha Gowda,15.0,2,0
4651,4099,Anthony Biradar,13.0,1,0
4652,4101,Asha Kumar,56.0,2,0
4653,4102,Vijay Hegde,53.0,1,0
4654,4103,Unknown,,1,0
4655,4104,Srinivas Patil,55.0,1,0
4656,4104,Santosh Swamy,47.0,1,0
4657,4105,Divya Desai,27.0,2,0
4658,4105,Irfan D'Souza,43.0,1,0
4659,4106,Kavitha Gowda,20.0,2,0
4660,4108,Kiran Patil,,1,0
4661,4109,Unknown,,1,0
4662,4110,Suresh D'Souza,44.0,1,0
4663,4111,Naveen Desai,41.0,1,0
4664,4112,Basavaraj Hegde,16.0,1,0
4665,4114,Unknown,26.0,2,0
4666,4115,Anitha Kulkarni,44.0,2,0
4667,4115,Ayesha Shetty,39.0,2,0
4668,4116,Shivakumar Banakar,5.0,1,0
4669,4117,Manjula Sheikh,38.0,2,0
4670,4118,Girish Rao,50.0,1,0
4671,4119,Lakshmi Pai,49.0,2,0
4672,4120,Manjunath Banakar,19.0,1,0
4673,4120,Lokesh Hegde,21.0,1,0
4674,4121,Girish Angadi,,1,0
4675,4122,Prakash Gowda,32.0,1,0
4676,4122,Suresh Kulkarni,34.0,1,0
4677,4123,Mahesh Shetty,39.0,1,0
4678,4123,Prakash Poojari,14.0,1,0
4679,4124,Radha Bhat,42.0,2,0
4680,4125,Nagamma Biradar,39.0,2,0
4681,4125,Manjunath Fernandes,38.0,1,0
4682,4126,Savitha Angadi,45.0,2,0
4683,4127,Srinivas Bhat,35.0,1,0
4684,4128,Bhagya Achari,,2,0
4685,4129,Kiran Swamy,27.0,1,0
4686,4129,Basavaraj Kulkarni,6.0,1,0
4687,4130,Kiran Sheikh,28.0,1,0
